business_id,business_name,business_type,business_category,sub_category,description,tourist_place_id,tourist_place_name,destination_city,locality,district,state,country,address,latitude,longitude,distance_from_tourist_place_km,estimated_travel_time_minutes,phone,email,website,booking_url,source_url,source_name,source_type,data_confidence,verification_status,last_verified,rating,review_count,price_level,price_min_inr,price_max_inr,currency,opening_time,closing_time,opening_days,24_hours,amenities,room_types,cuisines,vegetarian,vegan,jain_food,halal_food,family_friendly,couple_friendly,solo_friendly,children_friendly,elderly_friendly,wheelchair_accessible,parking,wifi,air_conditioning,restaurant_available,room_service,breakfast,pet_friendly,laundry,airport_transfer,nearby_transport,sustainability,eco_friendly,local_owned,verified_business,cancellation_policy,payment_methods,languages_supported,best_for,tourist_tags,seasonality,crowd_area,safety_information,image_url,map_url,status
BUS000846,Jama Masjid Artisan Rooftop Café & Bakery,cafe,food,cafe,"Jama Masjid Artisan Rooftop Café & Bakery located 2.99 km from Jama Masjid. Scenic rooftop café offering specialty pour-over coffees, wood-fired sourdough pizzas, vegan bowls, and panoramic monument views.",DEST01587,Jama Masjid,Chhattisgarh,Near Jama Masjid Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Jama Masjid Main Approach Road, Chhattisgarh, India",21.180438,81.368359,2.99,11,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000846,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1100,₹₹,250,600,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,"Café, Continental & Italian",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000846,"https://www.google.com/maps/search/?api=1&query=21.180438,81.368359",Active
BUS000847,Jama Masjid Shanti Tourist Guest House,guest_house,accommodation,guest_house,"Jama Masjid Shanti Tourist Guest House located 3.9 km from Jama Masjid. Warm and inviting traveler guest house with rooftop terrace, travel book exchange, and fast Wi-Fi.",DEST01587,Jama Masjid,Chhattisgarh,Near Jama Masjid Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Jama Masjid Main Approach Road, Chhattisgarh, India",21.229938,81.328359,3.9,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000847,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.4,410,₹₹,1200,2400,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, room_service, breakfast","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000847,"https://www.google.com/maps/search/?api=1&query=21.229938,81.328359",Active
BUS000848,Jama Masjid Eco Village Cottage & Rent House,homestay,accommodation,eco_stay,"Jama Masjid Eco Village Cottage & Rent House located 5.31 km from Jama Masjid. Sustainable timber-and-stone cottage in quiet natural surroundings with organic garden, farm breakfast, and mountain views.",DEST01587,Jama Masjid,Chhattisgarh,Near Jama Masjid Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Jama Masjid Main Approach Road, Chhattisgarh, India",21.163438,81.319359,5.31,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000848,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,240,₹₹,2200,4800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, pet_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000848,"https://www.google.com/maps/search/?api=1&query=21.163438,81.319359",Active
BUS000849,Nehru Nagar Park Bhelwa Talab Grand Heritage Palace Hotel,hotel,accommodation,luxury_hotel,"Nehru Nagar Park Bhelwa Talab Grand Heritage Palace Hotel located 0.49 km from Nehru Nagar Park Bhelwa Talab. Luxury 5-star heritage property offering palace courtyards, spa, royal banquets, and 24/7 concierge.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.205412,81.321941,0.49,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000849,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1200,₹₹₹₹,6500,18000,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, restaurant_available, room_service, breakfast, swimming_pool, wheelchair_accessible","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000849,"https://www.google.com/maps/search/?api=1&query=21.205412,81.321941",Active
BUS000850,Nehru Nagar Park Bhelwa Talab Heritage Thali & Regional Kitchen,restaurant,food,local_cuisine,Nehru Nagar Park Bhelwa Talab Heritage Thali & Regional Kitchen located 0.57 km from Nehru Nagar Park Bhelwa Talab. Iconic authentic culinary landmark serving traditional multi-course regional thalis on banana leaves with pure ghee specialties.,DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.197712,81.322241,0.57,6,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000850,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,2400,₹₹,300,750,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Local Regional Cuisine,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000850,"https://www.google.com/maps/search/?api=1&query=21.197712,81.322241",Active
BUS000851,Nehru Nagar Park Bhelwa Talab Heritage Traditional Courtyard Homestay,homestay,accommodation,homestay,"Nehru Nagar Park Bhelwa Talab Heritage Traditional Courtyard Homestay located 1.1 km from Nehru Nagar Park Bhelwa Talab. Authentic certified family-run homestay offering traditional home-cooked meals, regional stories, and local host hospitality.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.209712,81.312641,1.1,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000851,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.9,320,₹₹,1800,4200,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, parking, family_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000851,"https://www.google.com/maps/search/?api=1&query=21.209712,81.312641",Active
BUS000852,Nehru Nagar Park Bhelwa Talab Pure Desi Highway Dhaba,dhaba,food,dhaba,"Nehru Nagar Park Bhelwa Talab Pure Desi Highway Dhaba located 1.2 km from Nehru Nagar Park Bhelwa Talab. Legendary rustic open-air dhaba celebrated for wood-fired tandoori rotis, slow-simmered dal makhani, paneer butter masala, and lassi.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.193412,81.311941,1.2,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000852,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.7,3100,₹,150,400,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Punjabi & North Indian,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000852,"https://www.google.com/maps/search/?api=1&query=21.193412,81.311941",Active
BUS000853,Nehru Nagar Park Bhelwa Talab Comfort Inn & Tourist Lodge,hotel,accommodation,budget_hotel,"Nehru Nagar Park Bhelwa Talab Comfort Inn & Tourist Lodge located 2.1 km from Nehru Nagar Park Bhelwa Talab. Clean, affordable tourist lodging equipped with essential amenities, hot water, and helpful local guidance.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.217112,81.331141,2.1,8,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000853,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.3,450,₹₹,1400,2800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, room_service","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000853,"https://www.google.com/maps/search/?api=1&query=21.217112,81.331141",Active
BUS000854,Nehru Nagar Park Bhelwa Talab Artisan Rooftop Café & Bakery,cafe,food,cafe,"Nehru Nagar Park Bhelwa Talab Artisan Rooftop Café & Bakery located 2.99 km from Nehru Nagar Park Bhelwa Talab. Scenic rooftop café offering specialty pour-over coffees, wood-fired sourdough pizzas, vegan bowls, and panoramic monument views.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.180912,81.337141,2.99,11,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000854,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1100,₹₹,250,600,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,"Café, Continental & Italian",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000854,"https://www.google.com/maps/search/?api=1&query=21.180912,81.337141",Active
BUS000855,Nehru Nagar Park Bhelwa Talab Shanti Tourist Guest House,guest_house,accommodation,guest_house,"Nehru Nagar Park Bhelwa Talab Shanti Tourist Guest House located 3.9 km from Nehru Nagar Park Bhelwa Talab. Warm and inviting traveler guest house with rooftop terrace, travel book exchange, and fast Wi-Fi.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.230412,81.297141,3.9,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000855,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.4,410,₹₹,1200,2400,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, room_service, breakfast","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000855,"https://www.google.com/maps/search/?api=1&query=21.230412,81.297141",Active
BUS000856,Nehru Nagar Park Bhelwa Talab Eco Village Cottage & Rent House,homestay,accommodation,eco_stay,"Nehru Nagar Park Bhelwa Talab Eco Village Cottage & Rent House located 5.31 km from Nehru Nagar Park Bhelwa Talab. Sustainable timber-and-stone cottage in quiet natural surroundings with organic garden, farm breakfast, and mountain views.",DEST01588,Nehru Nagar Park Bhelwa Talab,Chhattisgarh,Near Nehru Nagar Park Bhelwa Talab Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Nehru Nagar Park Bhelwa Talab Main Approach Road, Chhattisgarh, India",21.163912,81.288141,5.31,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000856,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,240,₹₹,2200,4800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, pet_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000856,"https://www.google.com/maps/search/?api=1&query=21.163912,81.288141",Active
BUS000857,Panchratan Vatika Grand Heritage Palace Hotel,hotel,accommodation,luxury_hotel,"Panchratan Vatika Grand Heritage Palace Hotel located 0.49 km from Panchratan Vatika. Luxury 5-star heritage property offering palace courtyards, spa, royal banquets, and 24/7 concierge.",DEST01589,Panchratan Vatika,Chhattisgarh,Near Panchratan Vatika Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Panchratan Vatika Main Approach Road, Chhattisgarh, India",21.201713,81.306878,0.49,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000857,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1200,₹₹₹₹,6500,18000,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, restaurant_available, room_service, breakfast, swimming_pool, wheelchair_accessible","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000857,"https://www.google.com/maps/search/?api=1&query=21.201713,81.306878",Active
BUS000858,Panchratan Vatika Heritage Thali & Regional Kitchen,restaurant,food,local_cuisine,Panchratan Vatika Heritage Thali & Regional Kitchen located 0.57 km from Panchratan Vatika. Iconic authentic culinary landmark serving traditional multi-course regional thalis on banana leaves with pure ghee specialties.,DEST01589,Panchratan Vatika,Chhattisgarh,Near Panchratan Vatika Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Panchratan Vatika Main Approach Road, Chhattisgarh, India",21.194013,81.307178,0.57,6,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000858,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,2400,₹₹,300,750,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Local Regional Cuisine,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000858,"https://www.google.com/maps/search/?api=1&query=21.194013,81.307178",Active
BUS000859,Panchratan Vatika Heritage Traditional Courtyard Homestay,homestay,accommodation,homestay,"Panchratan Vatika Heritage Traditional Courtyard Homestay located 1.1 km from Panchratan Vatika. Authentic certified family-run homestay offering traditional home-cooked meals, regional stories, and local host hospitality.",DEST01589,Panchratan Vatika,Chhattisgarh,Near Panchratan Vatika Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Panchratan Vatika Main Approach Road, Chhattisgarh, India",21.206013,81.297578,1.1,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000859,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.9,320,₹₹,1800,4200,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, parking, family_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000859,"https://www.google.com/maps/search/?api=1&query=21.206013,81.297578",Active
BUS000860,Panchratan Vatika Pure Desi Highway Dhaba,dhaba,food,dhaba,"Panchratan Vatika Pure Desi Highway Dhaba located 1.2 km from Panchratan Vatika. Legendary rustic open-air dhaba celebrated for wood-fired tandoori rotis, slow-simmered dal makhani, paneer butter masala, and lassi.",DEST01589,Panchratan Vatika,Chhattisgarh,Near Panchratan Vatika Circuit / Approach Road,Chhattisgarh,Chhattisgarh,India,"Panchratan Vatika Main Approach Road, Chhattisgarh, India",21.189713,81.296878,1.2,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus000860,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.7,3100,₹,150,400,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Punjabi & North Indian,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS000860,"https://www.google.com/maps/search/?api=1&query=21.189713,81.296878",Active
