source_id,event_id,source_name,source_type,source_url,publication_date,last_checked,source_reliability,information_supported
SRC-0025-1,EVT-0025,Maharashtra Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0026-1,EVT-0026,Maharashtra Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0027-1,EVT-0027,Rajasthan Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0028-1,EVT-0028,Mehrangarh Museum Trust / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0029-1,EVT-0029,Rajasthan Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0030-1,EVT-0030,Rajasthan Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0031-1,EVT-0031,Himachal Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0032-1,EVT-0032,Himachal Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0033-1,EVT-0033,Himachal Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0034-1,EVT-0034,Uttarakhand Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0035-1,EVT-0035,Uttarakhand Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0036-1,EVT-0036,Punjab Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0037-1,EVT-0037,Punjab Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0038-1,EVT-0038,J&K Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0039-1,EVT-0039,J&K Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0040-1,EVT-0040,Arunachal Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0041-1,EVT-0041,Arunachal Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0042-1,EVT-0042,Meghalaya Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0043-1,EVT-0043,Meghalaya Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0044-1,EVT-0044,Manipur Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0045-1,EVT-0045,Mizoram Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0046-1,EVT-0046,Karnataka Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0047-1,EVT-0047,Karnataka Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0048-1,EVT-0048,Chhattisgarh Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0049-1,EVT-0049,MP Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0050-1,EVT-0050,MP Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0051-1,EVT-0051,UP Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0052-1,EVT-0052,UP Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0053-1,EVT-0053,UP Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0054-1,EVT-0054,Bihar Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0055-1,EVT-0055,Bihar Tourism / Incredible India,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0056-1,EVT-0056,Andaman and Nicobar Islands Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0057-1,EVT-0057,Andhra Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0058-1,EVT-0058,Andhra Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0059-1,EVT-0059,Arunachal Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0060-1,EVT-0060,Arunachal Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0061-1,EVT-0061,Assam Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0062-1,EVT-0062,Assam Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0063-1,EVT-0063,Bihar Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0064-1,EVT-0064,Bihar Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0065-1,EVT-0065,Chandigarh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0066-1,EVT-0066,Chhattisgarh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0067-1,EVT-0067,Dadra and Nagar Haveli and Daman and Diu Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0068-1,EVT-0068,Delhi Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0069-1,EVT-0069,Delhi Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0070-1,EVT-0070,Goa Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0071-1,EVT-0071,Gujarat Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0072-1,EVT-0072,Gujarat Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0073-1,EVT-0073,Haryana Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0074-1,EVT-0074,Haryana Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0075-1,EVT-0075,Himachal Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0076-1,EVT-0076,Himachal Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0077-1,EVT-0077,Jharkhand Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0078-1,EVT-0078,Jharkhand Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0079-1,EVT-0079,Karnataka Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0080-1,EVT-0080,Karnataka Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0081-1,EVT-0081,Kerala Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0082-1,EVT-0082,Kerala Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0083-1,EVT-0083,Ladakh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0084-1,EVT-0084,Ladakh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0085-1,EVT-0085,Lakshadweep Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0086-1,EVT-0086,Madhya Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0087-1,EVT-0087,Madhya Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0088-1,EVT-0088,Maharashtra Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0089-1,EVT-0089,Maharashtra Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0090-1,EVT-0090,Manipur Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0091-1,EVT-0091,Meghalaya Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0092-1,EVT-0092,Mizoram Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0093-1,EVT-0093,Nagaland Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0094-1,EVT-0094,Nagaland Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0095-1,EVT-0095,Odisha Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0096-1,EVT-0096,Odisha Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0097-1,EVT-0097,Puducherry Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0098-1,EVT-0098,Puducherry Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0099-1,EVT-0099,Punjab Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0100-1,EVT-0100,Punjab Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0101-1,EVT-0101,Rajasthan Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0102-1,EVT-0102,Rajasthan Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0103-1,EVT-0103,Rajasthan Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0104-1,EVT-0104,Sikkim Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0105-1,EVT-0105,Sikkim Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0106-1,EVT-0106,Tamil Nadu Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0107-1,EVT-0107,Tamil Nadu Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0108-1,EVT-0108,Telangana Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0109-1,EVT-0109,Telangana Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0110-1,EVT-0110,Tripura Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0111-1,EVT-0111,Tripura Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0112-1,EVT-0112,Uttar Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0113-1,EVT-0113,Uttar Pradesh Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0114-1,EVT-0114,Uttarakhand Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0115-1,EVT-0115,Uttarakhand Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0116-1,EVT-0116,West Bengal Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
SRC-0117-1,EVT-0117,West Bengal Tourism Development Corporation,Government Tourism Board,https://www.incredibleindia.org,2026-01-15,2026-09-14,Tier 1 - Official Government,"Dates, Venue, Historical Significance, Cultural Context"
