occurrence_id,event_id,year,start_date,end_date,date_status,official_date,source_url,source_name,last_verified
OCC-0006-2026,EVT-0006,2026,2026-04-14,2026-04-20,Confirmed,TRUE,https://tourism.assam.gov.in,Assam Tourism Development Corporation,2026-09-14
OCC-0006-2027,EVT-0006,2027,2027-04-14,2027-04-20,Projected,FALSE,https://tourism.assam.gov.in,Assam Tourism Development Corporation,2026-09-14
OCC-0006-2028,EVT-0006,2028,2028-04-14,2028-04-20,Projected,FALSE,https://tourism.assam.gov.in,Assam Tourism Development Corporation,2026-09-14
OCC-0007-2025,EVT-0007,2025,2025-09-22,2025-10-02,Completed,FALSE,https://mysoredasara.gov.in,Karnataka Tourism / Mysore Dasara Committee,2026-09-14
OCC-0007-2026,EVT-0007,2026,2026-10-11,2026-10-21,Confirmed,TRUE,https://mysoredasara.gov.in,Karnataka Tourism / Mysore Dasara Committee,2026-09-14
OCC-0007-2027,EVT-0007,2027,2027-09-30,2027-10-10,Projected,FALSE,https://mysoredasara.gov.in,Karnataka Tourism / Mysore Dasara Committee,2026-09-14
OCC-0007-2028,EVT-0007,2028,2028-09-19,2028-09-29,Projected,FALSE,https://mysoredasara.gov.in,Karnataka Tourism / Mysore Dasara Committee,2026-09-14
OCC-0008-2025,EVT-0008,2025,2025-08-27,2025-09-06,Completed,FALSE,https://www.keralatourism.org,Kerala Tourism Department,2026-09-14
OCC-0008-2026,EVT-0008,2026,2026-09-15,2026-09-25,Confirmed,TRUE,https://www.keralatourism.org,Kerala Tourism Department,2026-09-14
OCC-0008-2027,EVT-0008,2027,2027-09-03,2027-09-13,Projected,FALSE,https://www.keralatourism.org,Kerala Tourism Department,2026-09-14
OCC-0008-2028,EVT-0008,2028,2028-08-23,2028-09-02,Projected,FALSE,https://www.keralatourism.org,Kerala Tourism Department,2026-09-14
OCC-0009-2025,EVT-0009,2025,2025-05-07,2025-05-08,Completed,FALSE,https://www.keralatourism.org,Cochin Devaswom Board / Kerala Tourism,2026-09-14
OCC-0009-2026,EVT-0009,2026,2026-04-27,2026-04-28,Confirmed,TRUE,https://www.keralatourism.org,Cochin Devaswom Board / Kerala Tourism,2026-09-14
OCC-0009-2027,EVT-0009,2027,2027-05-16,2027-05-17,Projected,FALSE,https://www.keralatourism.org,Cochin Devaswom Board / Kerala Tourism,2026-09-14
OCC-0009-2028,EVT-0009,2028,2028-05-04,2028-05-05,Projected,FALSE,https://www.keralatourism.org,Cochin Devaswom Board / Kerala Tourism,2026-09-14
OCC-0010-2025,EVT-0010,2025,2025-11-01,2026-02-28,Completed,FALSE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0010-2026,EVT-0010,2026,2026-11-01,2027-02-28,Confirmed,TRUE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0010-2027,EVT-0010,2027,2027-11-01,2028-02-29,Projected,FALSE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0010-2028,EVT-0010,2028,2028-11-01,2029-02-28,Projected,FALSE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0011-2025,EVT-0011,2025,2025-01-08,2025-01-15,Completed,FALSE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0011-2026,EVT-0011,2026,2026-01-08,2026-01-15,Confirmed,TRUE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0011-2027,EVT-0011,2027,2027-01-08,2027-01-15,Projected,FALSE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0011-2028,EVT-0011,2028,2028-01-08,2028-01-15,Projected,FALSE,https://www.gujarattourism.com,Gujarat Tourism (TCGL),2026-09-14
OCC-0012-2025,EVT-0012,2025,2025-03-01,2025-03-04,Completed,FALSE,https://goa-tourism.com,Goa Tourism Development Corporation (GTDC),2026-09-14
OCC-0012-2026,EVT-0012,2026,2026-02-14,2026-02-17,Confirmed,TRUE,https://goa-tourism.com,Goa Tourism Development Corporation (GTDC),2026-09-14
OCC-0012-2027,EVT-0012,2027,2027-02-06,2027-02-09,Projected,FALSE,https://goa-tourism.com,Goa Tourism Development Corporation (GTDC),2026-09-14
OCC-0012-2028,EVT-0012,2028,2028-02-26,2028-02-29,Projected,FALSE,https://goa-tourism.com,Goa Tourism Development Corporation (GTDC),2026-09-14
OCC-0013-2025,EVT-0013,2025,2025-02-20,2025-02-26,Completed,FALSE,https://www.mptourism.com,Ustad Alauddin Khan Sangeet evam Kala Akademi / MP Tourism,2026-09-14
OCC-0013-2026,EVT-0013,2026,2026-02-20,2026-02-26,Confirmed,TRUE,https://www.mptourism.com,Ustad Alauddin Khan Sangeet evam Kala Akademi / MP Tourism,2026-09-14
OCC-0013-2027,EVT-0013,2027,2027-02-20,2027-02-26,Projected,FALSE,https://www.mptourism.com,Ustad Alauddin Khan Sangeet evam Kala Akademi / MP Tourism,2026-09-14
OCC-0013-2028,EVT-0013,2028,2028-02-20,2028-02-26,Projected,FALSE,https://www.mptourism.com,Ustad Alauddin Khan Sangeet evam Kala Akademi / MP Tourism,2026-09-14
OCC-0014-2025,EVT-0014,2025,2025-06-27,2025-07-08,Completed,FALSE,https://www.odishatourism.gov.in,Shree Jagannatha Temple Administration / Odisha Tourism,2026-09-14
OCC-0014-2026,EVT-0014,2026,2026-07-16,2026-07-27,Confirmed,TRUE,https://www.odishatourism.gov.in,Shree Jagannatha Temple Administration / Odisha Tourism,2026-09-14
OCC-0014-2027,EVT-0014,2027,2027-07-05,2027-07-16,Projected,FALSE,https://www.odishatourism.gov.in,Shree Jagannatha Temple Administration / Odisha Tourism,2026-09-14
OCC-0014-2028,EVT-0014,2028,2028-06-23,2028-07-04,Projected,FALSE,https://www.odishatourism.gov.in,Shree Jagannatha Temple Administration / Odisha Tourism,2026-09-14
OCC-0015-2025,EVT-0015,2025,2025-12-01,2025-12-05,Completed,FALSE,https://www.odishatourism.gov.in,Odisha Tourism,2026-09-14
OCC-0015-2026,EVT-0015,2026,2026-12-01,2026-12-05,Confirmed,TRUE,https://www.odishatourism.gov.in,Odisha Tourism,2026-09-14
OCC-0015-2027,EVT-0015,2027,2027-12-01,2027-12-05,Projected,FALSE,https://www.odishatourism.gov.in,Odisha Tourism,2026-09-14
OCC-0015-2028,EVT-0015,2028,2028-12-01,2028-12-05,Projected,FALSE,https://www.odishatourism.gov.in,Odisha Tourism,2026-09-14
OCC-0016-2025,EVT-0016,2025,2025-07-05,2025-07-06,Completed,FALSE,https://ladakhtourism.gov.in,"Department of Tourism, UT Ladakh",2026-09-14
OCC-0016-2026,EVT-0016,2026,2026-06-25,2026-06-26,Estimated,FALSE,https://ladakhtourism.gov.in,"Department of Tourism, UT Ladakh",2026-09-14
OCC-0016-2027,EVT-0016,2027,2027-07-14,2027-07-15,Projected,FALSE,https://ladakhtourism.gov.in,"Department of Tourism, UT Ladakh",2026-09-14
OCC-0016-2028,EVT-0016,2028,2028-07-02,2028-07-03,Projected,FALSE,https://ladakhtourism.gov.in,"Department of Tourism, UT Ladakh",2026-09-14
OCC-0017-2025,EVT-0017,2025,2025-10-25,2025-10-28,Completed,FALSE,https://tourism.bihar.gov.in,Bihar State Tourism Development Corporation (BSTDC),2026-09-14
OCC-0017-2026,EVT-0017,2026,2026-11-13,2026-11-16,Estimated,FALSE,https://tourism.bihar.gov.in,Bihar State Tourism Development Corporation (BSTDC),2026-09-14
OCC-0017-2027,EVT-0017,2027,2027-11-03,2027-11-06,Projected,FALSE,https://tourism.bihar.gov.in,Bihar State Tourism Development Corporation (BSTDC),2026-09-14
OCC-0017-2028,EVT-0017,2028,2028-10-22,2028-10-25,Projected,FALSE,https://tourism.bihar.gov.in,Bihar State Tourism Development Corporation (BSTDC),2026-09-14
OCC-0018-2025,EVT-0018,2025,2025-10-01,2025-10-09,Completed,FALSE,https://www.incredibleindia.org,Telangana Tourism / Incredible India,2026-09-14
OCC-0018-2026,EVT-0018,2026,2026-10-01,2026-10-09,Estimated,FALSE,https://www.incredibleindia.org,Telangana Tourism / Incredible India,2026-09-14
OCC-0018-2027,EVT-0018,2027,2027-10-01,2027-10-09,Projected,FALSE,https://www.incredibleindia.org,Telangana Tourism / Incredible India,2026-09-14
OCC-0018-2028,EVT-0018,2028,2028-10-01,2028-10-09,Projected,FALSE,https://www.incredibleindia.org,Telangana Tourism / Incredible India,2026-09-14
OCC-0019-2025,EVT-0019,2025,2025-03-20,2025-03-21,Completed,FALSE,https://www.incredibleindia.org,Andhra Pradesh Tourism / Incredible India,2026-09-14
OCC-0019-2026,EVT-0019,2026,2026-03-20,2026-03-21,Estimated,FALSE,https://www.incredibleindia.org,Andhra Pradesh Tourism / Incredible India,2026-09-14
OCC-0019-2027,EVT-0019,2027,2027-03-20,2027-03-21,Projected,FALSE,https://www.incredibleindia.org,Andhra Pradesh Tourism / Incredible India,2026-09-14
OCC-0019-2028,EVT-0019,2028,2028-03-20,2028-03-21,Projected,FALSE,https://www.incredibleindia.org,Andhra Pradesh Tourism / Incredible India,2026-09-14
OCC-0020-2025,EVT-0020,2025,2025-01-14,2025-01-17,Completed,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0020-2026,EVT-0020,2026,2026-01-14,2026-01-17,Estimated,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0020-2027,EVT-0020,2027,2027-01-14,2027-01-17,Projected,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0020-2028,EVT-0020,2028,2028-01-14,2028-01-17,Projected,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0021-2025,EVT-0021,2025,2025-04-25,2025-05-05,Completed,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0021-2026,EVT-0021,2026,2026-04-25,2026-05-05,Estimated,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0021-2027,EVT-0021,2027,2027-04-25,2027-05-05,Projected,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0021-2028,EVT-0021,2028,2028-04-25,2028-05-05,Projected,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0022-2025,EVT-0022,2025,2025-12-20,2025-01-15,Completed,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0022-2026,EVT-0022,2026,2026-12-20,2026-01-15,Estimated,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0022-2027,EVT-0022,2027,2027-12-20,2027-01-15,Projected,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0022-2028,EVT-0022,2028,2028-12-20,2028-01-15,Projected,FALSE,https://www.incredibleindia.org,Tamil Nadu Tourism / Incredible India,2026-09-14
OCC-0023-2025,EVT-0023,2025,2025-11-15,2025-05-15,Completed,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0023-2026,EVT-0023,2026,2026-11-15,2026-05-15,Estimated,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0023-2027,EVT-0023,2027,2027-11-15,2027-05-15,Projected,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0023-2028,EVT-0023,2028,2028-11-15,2028-05-15,Projected,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0024-2025,EVT-0024,2025,2025-08-08,2025-08-08,Completed,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0024-2026,EVT-0024,2026,2026-08-08,2026-08-08,Estimated,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0024-2027,EVT-0024,2027,2027-08-08,2027-08-08,Projected,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0024-2028,EVT-0024,2028,2028-08-08,2028-08-08,Projected,FALSE,https://www.incredibleindia.org,Kerala Tourism / Incredible India,2026-09-14
OCC-0025-2025,EVT-0025,2025,2025-09-14,2025-09-24,Completed,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0025-2026,EVT-0025,2026,2026-09-14,2026-09-24,Estimated,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0025-2027,EVT-0025,2027,2027-09-14,2027-09-24,Projected,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0025-2028,EVT-0025,2028,2028-09-14,2028-09-24,Projected,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0026-2025,EVT-0026,2025,2025-01-23,2025-01-25,Completed,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0026-2026,EVT-0026,2026,2026-01-23,2026-01-25,Estimated,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0026-2027,EVT-0026,2027,2027-01-23,2027-01-25,Projected,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0026-2028,EVT-0026,2028,2028-01-23,2028-01-25,Projected,FALSE,https://www.incredibleindia.org,Maharashtra Tourism / Incredible India,2026-09-14
OCC-0027-2025,EVT-0027,2025,2025-02-08,2025-02-10,Completed,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0027-2026,EVT-0027,2026,2026-02-08,2026-02-10,Estimated,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0027-2027,EVT-0027,2027,2027-02-08,2027-02-10,Projected,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0027-2028,EVT-0027,2028,2028-02-08,2028-02-10,Projected,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0028-2025,EVT-0028,2025,2025-10-22,2025-10-26,Completed,FALSE,https://www.incredibleindia.org,Mehrangarh Museum Trust / Incredible India,2026-09-14
OCC-0028-2026,EVT-0028,2026,2026-10-22,2026-10-26,Estimated,FALSE,https://www.incredibleindia.org,Mehrangarh Museum Trust / Incredible India,2026-09-14
OCC-0028-2027,EVT-0028,2027,2027-10-22,2027-10-26,Projected,FALSE,https://www.incredibleindia.org,Mehrangarh Museum Trust / Incredible India,2026-09-14
OCC-0028-2028,EVT-0028,2028,2028-10-22,2028-10-26,Projected,FALSE,https://www.incredibleindia.org,Mehrangarh Museum Trust / Incredible India,2026-09-14
OCC-0029-2025,EVT-0029,2025,2025-10-25,2025-10-26,Completed,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0029-2026,EVT-0029,2026,2026-10-25,2026-10-26,Estimated,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0029-2027,EVT-0029,2027,2027-10-25,2027-10-26,Projected,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0029-2028,EVT-0029,2028,2028-10-25,2028-10-26,Projected,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0030-2025,EVT-0030,2025,2025-08-15,2025-08-16,Completed,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0030-2026,EVT-0030,2026,2026-08-15,2026-08-16,Estimated,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0030-2027,EVT-0030,2027,2027-08-15,2027-08-16,Projected,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0030-2028,EVT-0030,2028,2028-08-15,2028-08-16,Projected,FALSE,https://www.incredibleindia.org,Rajasthan Tourism / Incredible India,2026-09-14
OCC-0031-2025,EVT-0031,2025,2025-10-21,2025-10-27,Completed,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0031-2026,EVT-0031,2026,2026-10-21,2026-10-27,Estimated,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0031-2027,EVT-0031,2027,2027-10-21,2027-10-27,Projected,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0031-2028,EVT-0031,2028,2028-10-21,2028-10-27,Projected,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0032-2025,EVT-0032,2025,2025-02-16,2025-02-23,Completed,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0032-2026,EVT-0032,2026,2026-02-16,2026-02-23,Estimated,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0032-2027,EVT-0032,2027,2027-02-16,2027-02-23,Projected,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0032-2028,EVT-0032,2028,2028-02-16,2028-02-23,Projected,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0033-2025,EVT-0033,2025,2025-07-26,2025-08-02,Completed,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0033-2026,EVT-0033,2026,2026-07-26,2026-08-02,Estimated,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0033-2027,EVT-0033,2027,2027-07-26,2027-08-02,Projected,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0033-2028,EVT-0033,2028,2028-07-26,2028-08-02,Projected,FALSE,https://www.incredibleindia.org,Himachal Tourism / Incredible India,2026-09-14
OCC-0034-2025,EVT-0034,2025,2025-03-01,2025-03-07,Completed,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0034-2026,EVT-0034,2026,2026-03-01,2026-03-07,Estimated,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0034-2027,EVT-0034,2027,2027-03-01,2027-03-07,Projected,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0034-2028,EVT-0034,2028,2028-03-01,2028-03-07,Projected,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0035-2025,EVT-0035,2025,2025-01-14,2025-04-14,Completed,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0035-2026,EVT-0035,2026,2026-01-14,2026-04-14,Estimated,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0035-2027,EVT-0035,2027,2027-01-14,2027-04-14,Projected,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0035-2028,EVT-0035,2028,2028-01-14,2028-04-14,Projected,FALSE,https://www.incredibleindia.org,Uttarakhand Tourism / Incredible India,2026-09-14
OCC-0036-2025,EVT-0036,2025,2025-03-04,2025-03-06,Completed,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0036-2026,EVT-0036,2026,2026-03-04,2026-03-06,Estimated,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0036-2027,EVT-0036,2027,2027-03-04,2027-03-06,Projected,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0036-2028,EVT-0036,2028,2028-03-04,2028-03-06,Projected,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0037-2025,EVT-0037,2025,2025-01-13,2025-01-13,Completed,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0037-2026,EVT-0037,2026,2026-01-13,2026-01-13,Estimated,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0037-2027,EVT-0037,2027,2027-01-13,2027-01-13,Projected,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0037-2028,EVT-0037,2028,2028-01-13,2028-01-13,Projected,FALSE,https://www.incredibleindia.org,Punjab Tourism / Incredible India,2026-09-14
OCC-0038-2025,EVT-0038,2025,2025-03-25,2025-04-15,Completed,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0038-2026,EVT-0038,2026,2026-03-25,2026-04-15,Estimated,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0038-2027,EVT-0038,2027,2027-03-25,2027-04-15,Projected,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0038-2028,EVT-0038,2028,2028-03-25,2028-04-15,Projected,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0039-2025,EVT-0039,2025,2025-07-10,2025-07-12,Completed,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0039-2026,EVT-0039,2026,2026-07-10,2026-07-12,Estimated,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0039-2027,EVT-0039,2027,2027-07-10,2027-07-12,Projected,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0039-2028,EVT-0039,2028,2028-07-10,2028-07-12,Projected,FALSE,https://www.incredibleindia.org,J&K Tourism / Incredible India,2026-09-14
OCC-0040-2025,EVT-0040,2025,2025-09-24,2025-09-27,Completed,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0040-2026,EVT-0040,2026,2026-09-24,2026-09-27,Estimated,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0040-2027,EVT-0040,2027,2027-09-24,2027-09-27,Projected,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0040-2028,EVT-0040,2028,2028-09-24,2028-09-27,Projected,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0041-2025,EVT-0041,2025,2025-10-28,2025-10-31,Completed,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0041-2026,EVT-0041,2026,2026-10-28,2026-10-31,Estimated,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0041-2027,EVT-0041,2027,2027-10-28,2027-10-31,Projected,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0041-2028,EVT-0041,2028,2028-10-28,2028-10-31,Projected,FALSE,https://www.incredibleindia.org,Arunachal Tourism / Incredible India,2026-09-14
OCC-0042-2025,EVT-0042,2025,2025-11-15,2025-11-18,Completed,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
OCC-0042-2026,EVT-0042,2026,2026-11-15,2026-11-18,Estimated,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
OCC-0042-2027,EVT-0042,2027,2027-11-15,2027-11-18,Projected,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
OCC-0042-2028,EVT-0042,2028,2028-11-15,2028-11-18,Projected,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
OCC-0043-2025,EVT-0043,2025,2025-11-12,2025-11-14,Completed,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
OCC-0043-2026,EVT-0043,2026,2026-11-12,2026-11-14,Estimated,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
OCC-0043-2027,EVT-0043,2027,2027-11-12,2027-11-14,Projected,FALSE,https://www.incredibleindia.org,Meghalaya Tourism / Incredible India,2026-09-14
