interest_overlap_score,distance_km,season_match,past_category_affinity,avg_rating,price_tier_match,global_popularity_30d,converted
0.0,1657.4,0,0.086,4.1,0,22,0
0.0,999.1,0,1.0,3.9,0,21,0
0.0,1144.4,0,0.621,4.3,1,35,0
0.0,1075.7,0,0.344,4.7,0,51,1
0.0,2205.7,0,0.029,4.6,0,39,0
0.5,294.7,0,0.037,4.9,0,104,0
0.25,974.1,0,0.369,4.4,1,23,1
0.0,480.4,0,0.28,4.0,1,28,0
0.0,1940.9,0,0.206,4.4,0,27,0
0.0,777.2,0,0.002,4.9,0,111,0
1.0,1104.9,0,0.991,4.9,1,61,1
0.0,2503.8,0,0.427,4.5,1,103,0
0.0,922.7,0,0.023,3.9,0,26,0
0.25,1030.7,0,0.039,4.2,1,31,1
0.0,1940.2,0,0.021,4.6,0,43,0
0.0,167.0,0,0.096,4.5,0,99,1
0.25,766.7,0,0.987,4.9,0,53,1
0.0,666.7,0,0.052,4.9,1,117,1
0.333,2174.7,0,0.059,4.4,0,28,0
0.0,825.2,0,0.245,4.7,0,52,0
0.0,392.4,0,0.036,4.9,0,114,1
0.0,2275.9,0,0.382,4.7,1,25,1
0.0,1232.7,0,0.005,4.6,0,103,0
0.5,1598.2,0,0.154,4.4,1,18,0
0.333,338.6,0,0.02,4.9,0,108,0
0.0,231.6,0,0.788,4.7,1,57,1
0.0,548.5,0,0.004,4.4,1,24,1
0.0,726.1,0,0.089,4.9,0,74,0
0.0,1351.9,0,0.557,3.9,1,20,1
0.0,883.5,0,0.011,3.9,0,27,0
0.0,618.4,0,0.68,4.1,1,28,1
0.0,479.8,0,0.057,4.3,0,17,0
0.25,936.9,0,0.66,4.1,0,30,1
0.0,1101.8,0,0.789,4.6,1,50,1
0.0,989.3,0,0.185,4.3,0,22,0
0.333,613.7,0,0.14,4.4,0,68,0
0.0,1704.4,0,0.254,4.2,1,23,0
0.25,1117.0,0,0.145,4.4,0,26,1
0.0,1122.2,0,0.028,4.9,1,111,1
0.0,1756.8,0,0.016,4.1,0,17,0
0.0,1548.1,0,0.308,4.4,0,54,0
0.0,2302.0,0,0.087,4.5,1,61,0
0.0,1154.7,0,0.822,4.2,0,26,0
0.25,934.0,0,0.608,4.5,0,35,1
0.0,1387.4,0,0.77,4.4,0,41,0
0.0,531.5,0,0.021,4.3,0,30,1
0.0,1930.6,0,0.021,4.7,1,101,0
0.25,1269.5,0,0.09,4.6,1,81,0
0.0,1254.5,0,0.341,4.9,0,71,0
0.0,591.2,0,0.089,4.9,1,119,0
0.0,729.6,0,0.193,4.2,0,27,0
0.0,852.2,0,0.014,3.9,1,24,0
0.25,1751.2,0,0.016,4.5,1,48,1
0.0,894.8,0,0.038,4.6,0,33,1
0.0,1677.8,0,0.083,4.4,0,115,0
0.0,76.1,0,0.082,4.9,0,95,1
0.0,560.8,0,0.004,4.9,0,91,0
0.25,1079.9,0,0.154,4.2,1,31,1
0.0,913.1,0,0.115,4.1,0,29,0
0.0,1481.2,0,0.075,4.8,1,91,1
0.0,255.7,0,0.225,4.9,1,75,1
0.0,1131.2,0,0.045,4.9,1,95,0
0.0,600.8,0,0.074,4.1,0,25,1
0.333,930.8,0,0.218,4.7,1,113,0
0.0,366.2,0,0.041,4.7,0,39,0
0.0,270.9,0,0.327,3.9,1,22,1
0.0,1796.1,0,0.054,4.6,1,46,0
0.0,354.8,0,0.239,4.9,0,61,0
0.0,652.6,0,0.051,4.9,0,83,0
0.5,973.4,0,0.118,4.4,0,24,1
0.0,675.6,0,1.0,4.2,0,27,0
0.25,396.7,1,0.159,4.6,1,72,1
0.333,1442.8,0,0.027,4.8,1,34,1
0.0,346.1,0,0.051,4.4,0,31,1
0.25,1272.7,0,0.041,4.7,0,23,1
0.333,1684.4,0,0.441,4.9,0,109,1
0.0,1368.7,0,0.008,4.9,0,49,0
0.0,1837.8,0,0.092,4.1,0,36,0
0.0,851.8,0,0.08,4.0,1,25,0
0.25,2049.9,0,0.155,4.9,1,72,1
0.0,659.8,0,0.251,4.9,0,123,1
0.0,644.3,0,0.095,4.9,1,60,1
0.0,366.0,0,0.222,4.6,1,42,1
0.0,724.6,0,0.094,3.9,0,21,0
0.0,1051.5,0,0.023,4.6,0,32,0
0.0,868.7,0,0.02,4.9,1,101,1
0.0,1685.7,0,0.109,4.8,0,37,0
0.0,652.0,0,0.001,4.6,0,44,0
0.0,1654.6,0,0.063,4.7,1,30,0
0.0,1977.1,0,0.036,4.7,1,26,0
0.0,2009.9,0,0.024,4.5,0,106,0
0.0,647.6,0,1.0,4.1,1,22,1
0.0,569.6,0,0.002,4.3,0,31,0
0.5,1714.3,0,0.128,4.4,0,32,0
0.0,169.2,0,0.025,4.4,0,204,0
0.0,320.9,0,0.069,4.6,0,88,0
0.0,1084.8,0,0.083,4.9,0,44,0
0.0,381.1,0,0.024,4.1,1,27,0
0.0,760.7,0,0.094,4.2,1,27,0
0.0,1570.0,0,0.745,4.8,0,41,1
0.5,749.4,0,0.014,4.1,0,279,1
0.5,963.3,0,0.072,4.8,1,54,0
0.0,1143.0,0,0.112,4.4,0,67,0
0.0,656.0,0,0.035,4.4,0,22,0
0.0,869.2,0,0.68,4.9,0,79,1
0.0,640.1,0,0.07,4.9,1,90,1
0.0,644.2,0,1.0,4.7,1,38,1
0.333,455.7,0,0.79,4.2,0,21,1
0.5,875.1,0,0.242,4.3,1,28,1
0.0,987.1,0,0.018,4.5,0,51,0
0.0,1969.6,0,0.021,4.2,0,27,0
0.0,1280.1,0,0.137,4.2,1,35,0
0.333,1990.2,0,0.212,4.5,0,27,0
0.0,1907.7,0,0.669,4.4,1,23,0
0.0,2116.8,0,0.044,4.5,0,40,0
0.0,1947.3,0,0.056,4.9,0,101,1
0.0,982.5,0,0.188,4.3,0,28,0
0.0,395.6,0,0.139,3.9,0,21,1
0.0,409.1,0,0.266,4.5,0,33,0
0.0,95.4,0,0.024,4.3,0,32,0
0.0,1001.7,0,0.044,4.7,0,21,1
0.0,1609.3,0,0.014,4.2,1,23,0
0.0,1623.8,0,0.004,4.9,0,37,0
0.5,1226.3,0,0.021,4.4,1,37,0
0.333,295.7,0,0.069,4.5,1,98,1
0.0,1279.3,0,0.051,4.9,0,61,1
0.25,1041.1,0,0.101,4.8,1,78,1
0.0,1561.6,0,0.047,4.5,0,38,0
0.25,407.5,0,0.222,4.2,1,25,0
0.0,1778.9,0,0.022,4.7,0,59,0
0.0,1593.2,0,0.107,4.9,0,68,0
0.0,253.6,0,0.471,4.4,0,57,0
0.0,1673.1,0,0.043,4.0,1,28,0
0.0,1856.9,0,0.082,4.3,1,28,1
0.0,214.7,0,0.204,4.7,0,45,1
0.0,784.3,0,0.131,4.5,1,48,1
0.0,669.4,0,0.197,4.0,1,27,0
0.0,1811.8,0,0.089,4.4,1,24,0
0.0,2387.3,0,0.049,4.6,1,43,0
0.0,1358.1,0,0.209,4.5,0,43,0
0.0,1707.9,0,0.797,4.9,1,87,1
0.5,419.4,0,0.158,4.9,0,42,1
0.0,2029.1,0,0.04,4.4,0,54,0
0.333,428.6,0,0.203,4.3,0,26,0
0.0,1136.3,0,0.042,4.3,0,26,0
0.25,1588.7,0,0.031,4.0,0,21,0
0.25,720.0,0,0.582,4.8,0,38,1
0.0,345.7,0,0.065,4.7,0,99,0
0.0,821.4,0,0.071,4.5,1,104,0
0.0,695.0,0,0.01,3.9,1,21,0
0.0,254.7,0,0.098,4.5,0,101,0
0.333,937.4,0,0.163,4.0,0,20,1
0.0,2044.8,0,0.001,4.6,1,49,0
0.0,979.7,0,0.486,4.2,0,36,0
0.0,1361.4,0,0.037,4.9,0,66,0
0.0,458.3,0,0.083,4.1,0,18,1
0.75,574.6,0,0.03,4.4,0,22,1
0.0,971.5,0,0.009,4.7,0,31,0
0.0,1983.5,0,0.401,4.9,1,73,0
0.0,1126.6,0,0.166,4.1,0,14,0
0.0,1159.2,0,0.657,4.5,0,99,0
0.0,2005.9,0,0.924,4.4,0,66,1
0.0,1161.1,0,0.028,4.9,0,57,0
0.0,891.0,0,1.0,4.4,0,90,1
0.0,1910.8,0,0.126,4.8,1,71,0
0.25,1187.2,0,1.0,4.5,0,108,0
0.0,2302.9,0,0.007,3.9,0,22,0
0.0,1204.5,0,0.682,4.9,0,99,0
0.0,697.1,0,0.101,4.7,0,48,0
0.25,518.1,0,0.083,4.1,1,16,1
0.0,570.0,0,0.001,4.9,0,92,0
0.0,411.1,0,0.058,4.9,1,44,1
0.25,1667.7,0,0.058,4.4,1,28,1
0.25,1180.1,0,0.027,3.9,0,23,0
0.0,1656.6,0,0.047,4.6,0,37,0
0.0,548.7,0,0.099,4.6,1,31,0
0.333,1400.3,0,0.097,4.4,1,63,0
0.5,842.5,0,0.838,4.2,1,28,1
0.0,2249.9,0,0.081,4.4,0,100,0
0.0,478.0,0,0.046,4.5,0,28,0
0.333,299.6,0,0.25,4.6,0,53,0
0.0,670.3,0,0.047,4.4,0,23,0
0.0,1271.0,0,0.002,4.4,0,65,0
0.5,2056.3,0,0.67,4.6,1,46,1
0.0,1095.5,0,0.11,4.5,0,117,1
0.333,545.3,0,0.191,4.4,1,29,1
0.333,876.5,0,0.236,3.9,0,16,0
0.0,1528.3,0,0.09,4.4,0,115,0
0.333,1701.3,0,0.024,4.8,1,50,1
0.0,973.7,0,0.166,4.5,0,39,1
0.0,938.5,0,0.53,4.1,0,23,0
0.0,640.2,0,0.145,4.5,0,70,0
0.0,541.2,0,0.017,4.9,0,47,0
0.25,906.8,0,0.341,3.9,1,24,0
0.0,1144.0,0,0.258,4.9,0,113,1
0.0,1888.0,0,0.162,4.9,1,55,0
0.0,1807.7,0,0.162,4.2,0,20,0
0.0,1791.8,0,0.033,4.4,0,82,0
0.5,764.2,0,0.058,4.7,1,26,1
0.0,1744.1,0,0.068,4.4,1,29,0
0.0,1984.0,0,0.047,4.5,0,108,0
0.0,1029.8,0,0.012,4.2,1,26,0
0.25,387.8,0,0.087,4.1,0,15,0
0.0,604.4,0,0.17,4.2,1,29,0
0.25,2257.3,0,0.054,4.8,1,19,1
0.0,178.8,0,0.157,4.1,1,26,1
0.333,2348.1,0,0.117,4.4,1,69,0
0.0,1093.7,0,0.147,4.1,0,27,0
0.0,1263.3,0,0.368,4.2,0,24,0
0.0,1557.1,0,0.039,4.5,0,39,0
0.0,1520.2,0,0.149,4.7,0,39,1
0.0,785.8,0,0.592,3.9,0,27,0
0.333,1670.8,0,0.172,4.6,0,76,0
0.0,1550.4,0,0.349,4.9,0,96,0
0.333,898.9,0,0.781,4.2,0,16,1
0.0,178.6,0,0.026,4.9,1,78,1
0.0,587.2,0,0.021,4.9,0,79,0
0.0,880.7,0,0.022,4.5,0,107,0
0.0,1961.4,0,0.118,4.5,0,97,0
0.0,240.1,0,0.014,4.4,0,23,0
0.0,406.6,0,0.088,4.9,0,104,1
0.0,380.1,0,0.02,4.2,0,38,1
0.0,620.4,0,0.059,4.2,1,20,0
0.0,1739.2,0,0.068,4.7,0,25,0
0.0,1169.4,0,0.206,4.0,0,20,1
0.667,2379.1,0,0.956,4.6,0,30,1
0.0,1392.5,0,0.31,4.0,0,21,0
0.0,2149.7,0,0.077,4.1,1,24,0
0.0,180.5,0,0.008,4.9,1,70,0
0.5,1308.2,0,0.115,4.3,0,28,0
0.0,703.6,0,0.021,4.9,1,56,0
0.0,1653.0,0,0.037,4.5,1,44,1
0.0,1772.7,0,0.058,4.4,1,32,0
0.0,1119.7,0,0.034,3.9,0,18,0
0.0,1746.6,0,0.193,4.9,0,78,1
0.0,1054.6,0,0.123,4.6,1,35,1
0.0,1897.9,0,0.172,4.5,1,57,0
0.333,929.7,0,0.008,4.3,0,23,0
0.0,1396.2,0,0.049,4.8,1,52,1
0.0,1850.4,0,0.042,4.2,1,29,0
0.25,602.8,0,0.105,4.1,0,22,0
0.25,136.8,0,0.082,4.7,1,76,1
0.0,1374.2,0,0.961,4.9,1,111,1
0.5,2061.5,0,0.242,4.9,0,108,1
0.333,1035.1,0,0.418,4.0,1,20,0
0.0,820.5,0,0.058,4.3,0,25,0
0.0,1385.7,0,0.798,4.0,1,18,1
0.0,1134.8,0,0.029,4.9,0,60,1
0.0,583.6,0,0.079,4.5,0,26,0
0.0,1526.7,0,0.086,4.7,1,29,0
0.0,721.5,0,0.027,4.6,0,37,0
0.5,1131.6,0,0.598,4.4,0,41,1
0.0,312.2,0,0.045,4.5,0,39,1
0.0,1297.3,0,0.115,4.2,0,25,0
0.0,1698.5,0,0.039,4.7,0,115,1
0.25,1694.4,0,0.645,4.6,0,116,0
0.5,724.0,0,0.025,4.6,0,28,1
0.0,633.9,0,0.186,4.7,1,38,1
0.0,1654.4,0,0.166,4.2,1,27,0
0.25,935.2,0,0.035,4.9,0,66,1
0.0,2091.3,0,0.21,4.6,1,119,0
0.0,966.2,0,0.317,4.2,0,30,0
0.0,171.1,0,0.863,4.4,1,20,1
0.0,1556.5,0,0.027,4.0,0,25,0
0.0,1347.3,0,0.277,4.9,1,55,1
0.0,1887.3,0,0.013,4.9,0,37,0
0.25,1127.9,0,0.053,4.4,1,21,1
0.0,1175.2,0,0.091,4.4,0,74,0
0.0,1899.4,0,1.0,4.9,1,29,0
0.0,564.5,0,0.038,4.7,0,22,0
0.0,1058.8,0,0.254,4.2,1,26,0
0.25,851.0,0,0.101,4.4,1,21,0
0.0,1212.4,0,0.054,4.6,0,27,0
0.0,485.9,0,0.159,4.9,1,62,0
0.0,1241.9,0,0.101,4.8,1,96,0
0.0,2292.4,0,0.291,4.2,0,27,0
0.0,1020.6,0,0.086,4.4,0,22,0
0.333,972.0,0,0.013,4.9,1,111,1
0.0,1464.6,0,0.078,4.4,0,109,0
0.0,989.7,0,0.165,4.4,0,85,0
0.0,1254.9,0,0.66,4.3,1,22,1
0.0,283.3,0,0.119,4.9,1,54,1
0.25,1075.9,0,0.143,4.1,0,23,0
0.0,1021.3,0,0.061,4.6,0,99,0
0.0,2364.3,0,0.097,4.4,0,112,0
0.0,1670.0,0,0.406,4.1,1,23,0
0.25,1706.2,0,0.007,4.9,1,88,1
0.0,2089.3,0,0.236,4.2,1,35,1
0.333,1044.8,0,0.164,4.6,1,114,1
0.0,1311.2,0,0.324,4.9,0,68,0
0.0,1766.3,0,0.123,4.4,0,26,0
0.0,1906.2,0,0.02,4.9,0,69,0
0.0,310.6,0,0.603,3.9,1,20,1
0.0,1416.7,0,0.426,4.5,1,39,0
0.0,1041.0,0,0.348,3.9,0,24,0
0.333,1736.1,0,0.002,4.6,1,19,0
0.0,433.9,0,0.268,4.3,1,28,0
0.5,1705.2,0,0.059,4.3,0,25,0
0.0,1983.8,0,0.259,3.9,0,20,1
0.0,1055.7,0,0.18,4.0,0,20,0
0.0,2383.4,0,0.046,4.1,1,21,0
0.0,796.7,0,0.023,4.6,0,66,0
0.0,1622.3,0,0.009,4.6,1,53,1
0.0,2352.4,0,0.12,4.5,1,28,1
0.0,896.8,0,0.011,4.4,1,26,0
0.0,1232.5,0,0.008,4.5,0,51,0
