place_id,destination_id,name,category,latitude,longitude,rating,price,opening_time,closing_time
plc-00048,11,Jungle Book & Park Craft Cluster #3,Craft Cluster,13.625269,79.572412,4.0,100.0,08:00,18:30
plc-00049,12,Kumaradhara Theertham Local Cafe #1,Local Cafe,13.764835,79.369742,4.7,0.0,08:00,18:30
plc-00050,12,Kumaradhara Theertham Local Cafe #2,Local Cafe,13.670513,79.312049,4.2,250.0,08:00,18:30
plc-00051,12,Kumaradhara Theertham Local Cafe #3,Local Cafe,13.659067,79.377722,4.6,0.0,08:00,18:30
plc-00052,13,Lepakshi Circle Historic Gate #1,Historic Gate,13.612778,79.334516,4.3,500.0,08:00,18:30
plc-00053,13,Lepakshi Circle Craft Cluster #2,Craft Cluster,13.545778,79.283602,4.0,50.0,08:00,18:30
plc-00054,13,Lepakshi Circle Temple #3,Temple,13.676403,79.253061,3.8,0.0,08:00,18:30
plc-00055,14,Narayanagiri Gardens Viewpoint #1,Viewpoint,13.744793,79.305311,4.7,100.0,08:00,18:30
plc-00056,14,Narayanagiri Gardens Craft Cluster #2,Craft Cluster,13.760354,79.301731,4.7,0.0,08:00,18:30
plc-00057,14,Narayanagiri Gardens Craft Cluster #3,Craft Cluster,13.806123,79.372141,4.1,50.0,08:00,18:30
plc-00058,14,Narayanagiri Gardens Waterfall Point #4,Waterfall Point,13.672246,79.392499,4.2,0.0,08:00,18:30
plc-00059,14,Narayanagiri Gardens Local Cafe #5,Local Cafe,13.727408,79.201538,4.7,0.0,08:00,18:30
plc-00060,15,P3 Historic Gate #1,Historic Gate,13.656974,79.379055,3.9,50.0,08:00,18:30
plc-00061,15,P3 Craft Cluster #2,Craft Cluster,13.553371,79.440856,3.8,100.0,08:00,18:30
plc-00062,15,P3 Waterfall Point #3,Waterfall Point,13.699645,79.48786,4.7,50.0,08:00,18:30
plc-00063,16,Papavinasam Theertham Viewpoint #1,Viewpoint,13.653702,79.329357,4.1,50.0,08:00,18:30
plc-00064,16,Papavinasam Theertham Local Cafe #2,Local Cafe,13.753628,79.395633,4.5,100.0,08:00,18:30
plc-00065,16,Papavinasam Theertham Historic Gate #3,Historic Gate,13.855474,79.37629,3.9,250.0,08:00,18:30
plc-00066,16,Papavinasam Theertham Historic Gate #4,Historic Gate,13.616311,79.379096,4.5,100.0,08:00,18:30
plc-00067,17,Prakasam Park Viewpoint #1,Viewpoint,13.584239,79.556093,4.0,100.0,08:00,18:30
plc-00068,17,Prakasam Park Historic Gate #2,Historic Gate,13.54091,79.281773,3.8,500.0,08:00,18:30
plc-00069,17,Prakasam Park Local Cafe #3,Local Cafe,13.705063,79.365609,4.0,100.0,08:00,18:30
plc-00070,17,Prakasam Park Local Cafe #4,Local Cafe,13.777025,79.411752,4.9,100.0,08:00,18:30
plc-00071,17,Prakasam Park Craft Cluster #5,Craft Cluster,13.747715,79.542137,4.8,0.0,08:00,18:30
plc-00072,18,Rock Garden. Waterfall Point #1,Waterfall Point,13.582006,79.265832,4.2,100.0,08:00,18:30
plc-00073,18,Rock Garden. Temple #2,Temple,13.66103,79.386959,4.4,250.0,08:00,18:30
plc-00074,18,Rock Garden. Historic Gate #3,Historic Gate,13.572492,79.472248,4.3,0.0,08:00,18:30
plc-00075,19,Seshachala Vanadarshini Forest Museum Local Cafe #1,Local Cafe,13.651032,79.498442,4.3,50.0,08:00,18:30
plc-00076,19,Seshachala Vanadarshini Forest Museum Historic Gate #2,Historic Gate,13.788379,79.358651,3.9,50.0,08:00,18:30
plc-00077,19,Seshachala Vanadarshini Forest Museum Waterfall Point #3,Waterfall Point,13.596688,79.387301,4.1,50.0,08:00,18:30
plc-00078,20,Silathoranam Garden Temple #1,Temple,13.685472,79.336418,4.8,50.0,08:00,18:30
plc-00079,20,Silathoranam Garden Craft Cluster #2,Craft Cluster,13.751265,79.336921,4.3,50.0,08:00,18:30
plc-00080,20,Silathoranam Garden Temple #3,Temple,13.557824,79.328478,4.6,0.0,08:00,18:30
plc-00081,20,Silathoranam Garden Craft Cluster #4,Craft Cluster,13.730624,79.53203,3.9,0.0,08:00,18:30
plc-00082,20,Silathoranam Garden Temple #5,Temple,13.615354,79.537565,4.6,100.0,08:00,18:30
plc-00083,21,"Sri Anjaneyaswami Mandir, Tirumala Tirupati Waterfall Point #1",Waterfall Point,13.621398,79.378662,4.8,0.0,08:00,18:30
plc-00084,21,"Sri Anjaneyaswami Mandir, Tirumala Tirupati Waterfall Point #2",Waterfall Point,13.682038,79.441482,4.2,0.0,08:00,18:30
plc-00085,21,"Sri Anjaneyaswami Mandir, Tirumala Tirupati Historic Gate #3",Historic Gate,13.781975,79.428991,4.7,250.0,08:00,18:30
plc-00086,22,Sri Babu Jagjivanram park Local Cafe #1,Local Cafe,13.559771,79.485218,4.6,50.0,08:00,18:30
plc-00087,22,Sri Babu Jagjivanram park Historic Gate #2,Historic Gate,13.578791,79.358981,4.4,100.0,08:00,18:30
plc-00088,22,Sri Babu Jagjivanram park Viewpoint #3,Viewpoint,13.580253,79.495048,4.2,0.0,08:00,18:30
plc-00089,23,Sri Bedi Anjaneya Swamy Temple Viewpoint #1,Viewpoint,13.785275,79.372936,4.8,0.0,08:00,18:30
plc-00090,23,Sri Bedi Anjaneya Swamy Temple Historic Gate #2,Historic Gate,13.822698,79.21922,4.4,0.0,08:00,18:30
plc-00091,23,Sri Bedi Anjaneya Swamy Temple Craft Cluster #3,Craft Cluster,13.569634,79.219157,4.7,100.0,08:00,18:30
plc-00092,23,Sri Bedi Anjaneya Swamy Temple Waterfall Point #4,Waterfall Point,13.65426,79.418881,4.3,50.0,08:00,18:30
plc-00093,24,Sri Kapileswara Swamy Temple | Tirupati Waterfall Point #1,Waterfall Point,13.679696,79.356559,4.1,0.0,08:00,18:30
plc-00094,24,Sri Kapileswara Swamy Temple | Tirupati Viewpoint #2,Viewpoint,13.770332,79.421677,4.5,0.0,08:00,18:30
plc-00095,24,Sri Kapileswara Swamy Temple | Tirupati Waterfall Point #3,Waterfall Point,13.679982,79.422935,4.5,0.0,08:00,18:30
plc-00096,24,Sri Kapileswara Swamy Temple | Tirupati Craft Cluster #4,Craft Cluster,13.667678,79.531211,4.4,100.0,08:00,18:30
plc-00097,24,Sri Kapileswara Swamy Temple | Tirupati Historic Gate #5,Historic Gate,13.652386,79.378337,3.8,50.0,08:00,18:30
plc-00098,25,Sri Padmavathi Park Viewpoint #1,Viewpoint,13.534418,79.506686,4.0,500.0,08:00,18:30
plc-00099,25,Sri Padmavathi Park Temple #2,Temple,13.664933,79.494151,3.9,100.0,08:00,18:30
plc-00100,25,Sri Padmavathi Park Waterfall Point #3,Waterfall Point,13.504286,79.553077,4.4,0.0,08:00,18:30
plc-00101,26,"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta Viewpoint #1",Viewpoint,13.694596,79.347369,3.8,0.0,08:00,18:30
plc-00102,26,"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta Craft Cluster #2",Craft Cluster,13.525332,79.435349,4.9,0.0,08:00,18:30
plc-00103,26,"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta Waterfall Point #3",Waterfall Point,13.68608,79.567072,4.4,0.0,08:00,18:30
plc-00104,26,"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta Temple #4",Temple,13.519307,79.571333,4.7,500.0,08:00,18:30
plc-00105,27,Sri Siva Nagendra Swami Temple Temple #1,Temple,13.496346,79.420904,4.4,0.0,08:00,18:30
plc-00106,27,Sri Siva Nagendra Swami Temple Viewpoint #2,Viewpoint,13.698162,79.431934,4.8,0.0,08:00,18:30
plc-00107,27,Sri Siva Nagendra Swami Temple Temple #3,Temple,13.622841,79.286393,4.1,50.0,08:00,18:30
plc-00108,28,Sri Venkateshwara Temple Viewpoint #1,Viewpoint,13.673736,79.341177,4.2,0.0,08:00,18:30
plc-00109,28,Sri Venkateshwara Temple Local Cafe #2,Local Cafe,13.566021,79.438472,4.6,50.0,08:00,18:30
plc-00110,28,Sri Venkateshwara Temple Waterfall Point #3,Waterfall Point,13.657804,79.496064,4.2,50.0,08:00,18:30
plc-00111,28,Sri Venkateshwara Temple Waterfall Point #4,Waterfall Point,13.567781,79.450258,4.5,50.0,08:00,18:30
plc-00112,29,Sri Venkateswara Dhyana Jnana Mandiram Waterfall Point #1,Waterfall Point,13.546825,79.275973,4.7,250.0,08:00,18:30
plc-00113,29,Sri Venkateswara Dhyana Jnana Mandiram Waterfall Point #2,Waterfall Point,13.825851,79.419012,4.6,500.0,08:00,18:30
plc-00114,29,Sri Venkateswara Dhyana Jnana Mandiram Viewpoint #3,Viewpoint,13.747635,79.24677,4.9,500.0,08:00,18:30
plc-00115,29,Sri Venkateswara Dhyana Jnana Mandiram Historic Gate #4,Historic Gate,13.540645,79.484777,4.7,0.0,08:00,18:30
plc-00116,30,Sri Venkateswara Swamy Temple Craft Cluster #1,Craft Cluster,13.781378,79.409356,4.0,0.0,08:00,18:30
plc-00117,30,Sri Venkateswara Swamy Temple Craft Cluster #2,Craft Cluster,13.623764,79.423677,4.2,100.0,08:00,18:30
plc-00118,30,Sri Venkateswara Swamy Temple Viewpoint #3,Viewpoint,13.718572,79.293468,4.4,250.0,08:00,18:30
plc-00119,30,Sri Venkateswara Swamy Temple Historic Gate #4,Historic Gate,13.523527,79.246096,3.9,0.0,08:00,18:30
plc-00120,30,Sri Venkateswara Swamy Temple Waterfall Point #5,Waterfall Point,13.740473,79.333935,4.3,0.0,08:00,18:30
plc-00121,31,Sri Venugopala Swamy Temple Viewpoint #1,Viewpoint,13.566957,79.296487,4.1,0.0,08:00,18:30
plc-00122,31,Sri Venugopala Swamy Temple Viewpoint #2,Viewpoint,13.708443,79.229951,4.7,50.0,08:00,18:30
plc-00123,31,Sri Venugopala Swamy Temple Waterfall Point #3,Waterfall Point,13.777325,79.411247,3.9,100.0,08:00,18:30
plc-00124,32,Srivari Paadaalu Temple #1,Temple,13.605781,79.406725,4.8,50.0,08:00,18:30
plc-00125,32,Srivari Paadaalu Craft Cluster #2,Craft Cluster,13.717953,79.212496,4.4,50.0,08:00,18:30
plc-00126,32,Srivari Paadaalu Local Cafe #3,Local Cafe,13.716621,79.32386,4.1,0.0,08:00,18:30
plc-00127,32,Srivari Paadaalu Temple #4,Temple,13.538936,79.18706,4.2,50.0,08:00,18:30
plc-00128,33,Swami Pushkarini Viewpoint #1,Viewpoint,13.666175,79.36752,4.3,100.0,08:00,18:30
plc-00129,33,Swami Pushkarini Historic Gate #2,Historic Gate,13.726524,79.411727,3.9,0.0,08:00,18:30
plc-00130,33,Swami Pushkarini Historic Gate #3,Historic Gate,13.538154,79.449252,4.8,0.0,08:00,18:30
plc-00131,33,Swami Pushkarini Local Cafe #4,Local Cafe,13.740309,79.367667,4.8,100.0,08:00,18:30
plc-00132,34,Tirumala Chakratheertham Waterfall Point #1,Waterfall Point,13.718835,79.233409,4.5,50.0,08:00,18:30
plc-00133,34,Tirumala Chakratheertham Temple #2,Temple,13.59625,79.234399,4.7,250.0,08:00,18:30
plc-00134,34,Tirumala Chakratheertham Temple #3,Temple,13.566797,79.34492,4.3,0.0,08:00,18:30
plc-00135,34,Tirumala Chakratheertham Historic Gate #4,Historic Gate,13.56399,79.322129,4.6,50.0,08:00,18:30
plc-00136,35,Tirumala Deer Park Reserve Craft Cluster #1,Craft Cluster,13.663141,79.425128,4.3,0.0,08:00,18:30
plc-00137,35,Tirumala Deer Park Reserve Waterfall Point #2,Waterfall Point,13.570685,79.279777,4.5,100.0,08:00,18:30
plc-00138,35,Tirumala Deer Park Reserve Temple #3,Temple,13.566132,79.286081,4.5,50.0,08:00,18:30
plc-00139,35,Tirumala Deer Park Reserve Viewpoint #4,Viewpoint,13.521268,79.483021,4.6,50.0,08:00,18:30
plc-00140,36,Tirumala View Point Local Cafe #1,Local Cafe,13.702131,79.451502,4.7,50.0,08:00,18:30
plc-00141,36,Tirumala View Point Local Cafe #2,Local Cafe,13.604661,79.231024,3.8,100.0,08:00,18:30
plc-00142,36,Tirumala View Point Local Cafe #3,Local Cafe,13.708445,79.446417,4.1,50.0,08:00,18:30
plc-00143,36,Tirumala View Point Local Cafe #4,Local Cafe,13.685559,79.225879,4.4,50.0,08:00,18:30
plc-00144,36,Tirumala View Point Viewpoint #5,Viewpoint,13.63229,79.310241,4.7,100.0,08:00,18:30
plc-00145,37,View Point of Jungle Book Waterfall Point #1,Waterfall Point,13.761312,79.304022,4.4,250.0,08:00,18:30
plc-00146,37,View Point of Jungle Book Viewpoint #2,Viewpoint,13.624648,79.305147,4.6,0.0,08:00,18:30
plc-00147,37,View Point of Jungle Book Waterfall Point #3,Waterfall Point,13.718098,79.27764,4.1,0.0,08:00,18:30
plc-00148,37,View Point of Jungle Book Craft Cluster #4,Craft Cluster,13.57806,79.410215,4.8,50.0,08:00,18:30
plc-00149,37,View Point of Jungle Book Temple #5,Temple,13.634109,79.565071,3.8,0.0,08:00,18:30
plc-00150,38,Appikonda Beach Waterfall Point #1,Waterfall Point,17.528206,83.112084,4.8,250.0,08:00,18:30
plc-00151,38,Appikonda Beach Local Cafe #2,Local Cafe,17.538052,83.288757,4.6,100.0,08:00,18:30
plc-00152,38,Appikonda Beach Temple #3,Temple,17.648751,83.153736,4.8,50.0,08:00,18:30
plc-00153,38,Appikonda Beach Craft Cluster #4,Craft Cluster,17.607937,83.195297,4.0,100.0,08:00,18:30
plc-00154,38,Appikonda Beach Waterfall Point #5,Waterfall Point,17.545982,83.345815,4.8,250.0,08:00,18:30
plc-00155,39,Beach View Point Local Cafe #1,Local Cafe,17.546673,83.324415,3.9,0.0,08:00,18:30
plc-00156,39,Beach View Point Craft Cluster #2,Craft Cluster,17.785696,83.2575,4.2,0.0,08:00,18:30
plc-00157,39,Beach View Point Local Cafe #3,Local Cafe,17.601118,83.181774,4.9,0.0,08:00,18:30
plc-00158,40,Dr Y S Rajasekhar Reddy Central park Historic Gate #1,Historic Gate,17.819129,83.30173,3.8,50.0,08:00,18:30
plc-00159,40,Dr Y S Rajasekhar Reddy Central park Temple #2,Temple,17.831806,83.111569,4.2,0.0,08:00,18:30
plc-00160,40,Dr Y S Rajasekhar Reddy Central park Temple #3,Temple,17.829671,83.355329,3.9,250.0,08:00,18:30
plc-00161,40,Dr Y S Rajasekhar Reddy Central park Temple #4,Temple,17.58085,83.260499,4.2,50.0,08:00,18:30
plc-00162,41,Gokul Park Craft Cluster #1,Craft Cluster,17.755462,83.374734,4.8,0.0,08:00,18:30
plc-00163,41,Gokul Park Craft Cluster #2,Craft Cluster,17.754584,83.171811,4.0,100.0,08:00,18:30
plc-00164,41,Gokul Park Local Cafe #3,Local Cafe,17.665376,83.268401,4.5,50.0,08:00,18:30
plc-00165,41,Gokul Park Historic Gate #4,Historic Gate,17.702597,83.231247,3.8,100.0,08:00,18:30
plc-00166,42,Hawa Mahal Historic Gate #1,Historic Gate,17.57859,83.438253,4.4,100.0,08:00,18:30
plc-00167,42,Hawa Mahal Historic Gate #2,Historic Gate,17.834779,83.41324,4.7,250.0,08:00,18:30
plc-00168,42,Hawa Mahal Local Cafe #3,Local Cafe,17.687456,83.363744,4.6,0.0,08:00,18:30
plc-00169,42,Hawa Mahal Historic Gate #4,Historic Gate,17.677112,83.395509,3.9,250.0,08:00,18:30
plc-00170,42,Hawa Mahal Waterfall Point #5,Waterfall Point,17.564532,83.243254,4.5,0.0,08:00,18:30
plc-00171,43,Kailasgiri Park Waterfall Point #1,Waterfall Point,17.792375,83.479379,4.6,250.0,08:00,18:30
plc-00172,43,Kailasgiri Park Viewpoint #2,Viewpoint,17.667902,83.313011,4.2,0.0,08:00,18:30
plc-00173,43,Kailasgiri Park Viewpoint #3,Viewpoint,17.745484,83.283429,4.0,500.0,08:00,18:30
plc-00174,43,Kailasgiri Park Historic Gate #4,Historic Gate,17.72931,83.286304,4.4,250.0,08:00,18:30
plc-00175,43,Kailasgiri Park Craft Cluster #5,Craft Cluster,17.655242,83.259632,4.8,50.0,08:00,18:30
plc-00176,44,Lawsons Bay Beach Park Waterfall Point #1,Waterfall Point,17.716374,83.209011,4.8,0.0,08:00,18:30
plc-00177,44,Lawsons Bay Beach Park Historic Gate #2,Historic Gate,17.652032,83.186023,4.2,0.0,08:00,18:30
plc-00178,44,Lawsons Bay Beach Park Viewpoint #3,Viewpoint,17.7163,83.34486,4.9,0.0,08:00,18:30
plc-00179,44,Lawsons Bay Beach Park Waterfall Point #4,Waterfall Point,17.579281,83.293673,4.0,0.0,08:00,18:30
plc-00180,45,Lumbini Park Viewpoint #1,Viewpoint,17.73306,83.444848,4.4,0.0,08:00,18:30
plc-00181,45,Lumbini Park Waterfall Point #2,Waterfall Point,17.665211,83.203391,4.6,0.0,08:00,18:30
plc-00182,45,Lumbini Park Viewpoint #3,Viewpoint,17.674734,83.352532,4.3,0.0,08:00,18:30
plc-00183,45,Lumbini Park Local Cafe #4,Local Cafe,17.786873,83.222016,4.1,0.0,08:00,18:30
plc-00184,45,Lumbini Park Waterfall Point #5,Waterfall Point,17.670622,83.374793,4.0,0.0,08:00,18:30
plc-00185,46,Ross Hill Church Waterfall Point #1,Waterfall Point,17.813017,83.153522,4.1,0.0,08:00,18:30
plc-00186,46,Ross Hill Church Temple #2,Temple,17.733577,83.277721,4.7,0.0,08:00,18:30
plc-00187,46,Ross Hill Church Viewpoint #3,Viewpoint,17.69458,83.261705,3.8,0.0,08:00,18:30
plc-00188,46,Ross Hill Church Waterfall Point #4,Waterfall Point,17.741702,83.390476,4.1,100.0,08:00,18:30
plc-00189,46,Ross Hill Church Temple #5,Temple,17.735941,83.333301,4.1,0.0,08:00,18:30
plc-00190,47,Sivaji Park Craft Cluster #1,Craft Cluster,17.554052,83.130909,4.4,250.0,08:00,18:30
plc-00191,47,Sivaji Park Historic Gate #2,Historic Gate,17.53202,83.090254,4.1,0.0,08:00,18:30
plc-00192,47,Sivaji Park Craft Cluster #3,Craft Cluster,17.537101,83.257906,3.9,0.0,08:00,18:30
plc-00193,47,Sivaji Park Waterfall Point #4,Waterfall Point,17.717858,83.375918,3.9,50.0,08:00,18:30
plc-00194,47,Sivaji Park Local Cafe #5,Local Cafe,17.647141,83.098037,4.8,0.0,08:00,18:30
plc-00195,48,Sri Varahalakshmi Narasimha Swamy Vari Devasthanam Historic Gate #1,Historic Gate,17.70275,83.359485,4.5,0.0,08:00,18:30
plc-00196,48,Sri Varahalakshmi Narasimha Swamy Vari Devasthanam Temple #2,Temple,17.78113,83.166322,4.1,0.0,08:00,18:30
plc-00197,48,Sri Varahalakshmi Narasimha Swamy Vari Devasthanam Viewpoint #3,Viewpoint,17.646975,83.16387,4.6,0.0,08:00,18:30
plc-00198,49,Tenneti Park Temple #1,Temple,17.717822,83.275001,3.9,100.0,08:00,18:30
plc-00199,49,Tenneti Park Historic Gate #2,Historic Gate,17.778529,83.41116,4.6,0.0,08:00,18:30
plc-00200,49,Tenneti Park Historic Gate #3,Historic Gate,17.694129,83.41437,4.0,0.0,08:00,18:30
plc-00201,49,Tenneti Park Temple #4,Temple,17.603406,83.350591,4.6,100.0,08:00,18:30
plc-00202,50,Tenneti Sea View Point Waterfall Point #1,Waterfall Point,17.822439,83.30854,4.6,0.0,08:00,18:30
plc-00203,50,Tenneti Sea View Point Waterfall Point #2,Waterfall Point,17.897557,83.306539,4.4,0.0,08:00,18:30
plc-00204,50,Tenneti Sea View Point Local Cafe #3,Local Cafe,17.661955,83.493297,4.8,50.0,08:00,18:30
plc-00205,50,Tenneti Sea View Point Craft Cluster #4,Craft Cluster,17.844514,83.383602,4.0,50.0,08:00,18:30
plc-00206,51,Thotlakonda Temple #1,Temple,17.724707,83.382954,3.9,250.0,08:00,18:30
plc-00207,51,Thotlakonda Craft Cluster #2,Craft Cluster,17.750955,83.529303,4.3,250.0,08:00,18:30
plc-00208,51,Thotlakonda Temple #3,Temple,17.895684,83.359146,4.9,0.0,08:00,18:30
plc-00209,51,Thotlakonda Waterfall Point #4,Waterfall Point,17.777785,83.309988,4.7,100.0,08:00,18:30
plc-00210,51,Thotlakonda Local Cafe #5,Local Cafe,17.783638,83.448632,4.4,0.0,08:00,18:30
plc-00211,52,Visakha Museum Local Cafe #1,Local Cafe,17.694515,83.157947,4.0,50.0,08:00,18:30
plc-00212,52,Visakha Museum Viewpoint #2,Viewpoint,17.57736,83.262324,4.9,0.0,08:00,18:30
plc-00213,52,Visakha Museum Craft Cluster #3,Craft Cluster,17.637736,83.292333,4.2,0.0,08:00,18:30
plc-00214,52,Visakha Museum Local Cafe #4,Local Cafe,17.702048,83.269617,4.2,0.0,08:00,18:30
plc-00215,53,VMRDA PARK Local Cafe #1,Local Cafe,17.606099,83.169397,4.6,0.0,08:00,18:30
plc-00216,53,VMRDA PARK Historic Gate #2,Historic Gate,17.666215,83.33675,4.5,0.0,08:00,18:30
plc-00217,53,VMRDA PARK Waterfall Point #3,Waterfall Point,17.743554,83.338258,4.4,250.0,08:00,18:30
plc-00218,53,VMRDA PARK Temple #4,Temple,17.817627,83.275097,3.9,0.0,08:00,18:30
plc-00219,53,VMRDA PARK Viewpoint #5,Viewpoint,17.615037,83.225625,3.9,500.0,08:00,18:30
plc-00220,54,VMRDA-Kailasagiri Craft Cluster #1,Craft Cluster,17.613976,83.399622,4.1,0.0,08:00,18:30
plc-00221,54,VMRDA-Kailasagiri Historic Gate #2,Historic Gate,17.600409,83.427841,4.5,0.0,08:00,18:30
plc-00222,54,VMRDA-Kailasagiri Local Cafe #3,Local Cafe,17.806758,83.42027,4.4,0.0,08:00,18:30
plc-00223,54,VMRDA-Kailasagiri Viewpoint #4,Viewpoint,17.823938,83.241259,3.9,0.0,08:00,18:30
plc-00224,54,VMRDA-Kailasagiri Waterfall Point #5,Waterfall Point,17.84829,83.393625,4.0,0.0,08:00,18:30
plc-00225,55,Borra Caves Araku Valley Temple #1,Temple,18.247026,83.144972,4.3,0.0,08:00,18:30
plc-00226,55,Borra Caves Araku Valley Local Cafe #2,Local Cafe,18.187598,83.07118,3.9,0.0,08:00,18:30
plc-00227,55,Borra Caves Araku Valley Waterfall Point #3,Waterfall Point,18.412483,83.01304,4.1,100.0,08:00,18:30
