destination_id,date,visitors,bookings,searches,views,holiday,festival,weather
1,2026-08-08,2276,197,7380,14225,0,0,Rainy
1,2026-08-09,2901,209,10700,20466,1,0,Pleasant
1,2026-08-10,1721,130,6266,13292,0,0,Rainy
1,2026-08-11,1691,151,6172,13101,0,0,Pleasant
1,2026-08-12,1740,151,5923,12866,0,0,Pleasant
1,2026-08-13,1646,118,6008,12627,0,0,Pleasant
1,2026-08-14,1741,135,5905,12744,0,0,Rainy
1,2026-08-15,2934,224,10982,20168,1,0,Pleasant
1,2026-08-16,2937,222,10511,20805,1,0,Pleasant
1,2026-08-17,1705,146,6143,12906,0,0,Pleasant
1,2026-08-18,1675,132,5417,10941,0,0,Pleasant
1,2026-08-19,1630,118,5559,10266,0,0,Pleasant
1,2026-08-20,1634,116,5311,11048,0,0,Pleasant
1,2026-08-21,1688,121,6116,11207,0,0,Pleasant
1,2026-08-22,2189,196,8072,17588,0,0,Pleasant
1,2026-08-23,2862,244,9804,17974,1,0,Pleasant
1,2026-08-24,1719,120,5615,11213,0,0,Pleasant
1,2026-08-25,2757,199,8915,16470,0,1,Pleasant
1,2026-08-26,2791,211,10542,20556,0,1,Pleasant
1,2026-08-27,2842,199,9475,20705,0,1,Pleasant
1,2026-08-28,1687,150,5473,11063,0,0,Pleasant
1,2026-08-29,2263,178,8096,16825,0,0,Pleasant
2,2026-06-01,994,88,3207,6133,0,0,Pleasant
2,2026-06-02,974,73,3383,6928,0,0,Rainy
2,2026-06-03,907,81,3220,5896,0,0,Pleasant
2,2026-06-04,953,72,3448,6945,0,0,Pleasant
2,2026-06-05,942,83,3529,7513,0,0,Pleasant
2,2026-06-06,1322,117,4716,9277,0,0,Pleasant
2,2026-06-07,1730,141,6560,12202,1,0,Pleasant
2,2026-06-08,955,82,3611,7716,0,0,Pleasant
2,2026-06-09,922,79,2981,6396,0,0,Pleasant
2,2026-06-10,951,81,3611,7302,0,0,Pleasant
2,2026-06-11,955,85,3314,6136,0,0,Pleasant
2,2026-06-12,987,81,3293,6812,0,0,Pleasant
2,2026-06-13,1317,105,4625,9753,0,0,Pleasant
2,2026-06-14,1673,146,5907,11957,1,0,Pleasant
2,2026-06-15,987,71,3575,6739,0,0,Rainy
2,2026-06-16,1008,78,3437,6997,0,0,Pleasant
2,2026-06-17,961,74,3371,7124,0,0,Pleasant
2,2026-06-18,989,72,3676,8012,0,0,Pleasant
2,2026-06-19,919,73,3193,6999,0,0,Pleasant
2,2026-06-20,1306,93,4675,8864,0,0,Rainy
2,2026-06-21,1706,150,5645,10941,1,0,Pleasant
2,2026-06-22,941,69,3388,6331,0,0,Rainy
2,2026-06-23,953,69,3150,5781,0,0,Pleasant
2,2026-06-24,945,75,3140,6109,0,0,Pleasant
2,2026-06-25,948,67,3530,7654,0,0,Pleasant
2,2026-06-26,975,71,3591,7538,0,0,Rainy
2,2026-06-27,1300,103,4642,9040,0,0,Pleasant
2,2026-06-28,1628,137,5245,9970,1,0,Pleasant
2,2026-06-29,1058,85,3453,6833,0,0,Rainy
2,2026-06-30,1001,70,3364,6562,0,0,Pleasant
2,2026-07-01,950,77,3108,6701,0,0,Pleasant
2,2026-07-02,937,67,3442,6881,0,0,Pleasant
2,2026-07-03,1013,76,3503,6484,0,0,Pleasant
2,2026-07-04,1323,102,4746,9626,0,0,Pleasant
2,2026-07-05,1655,123,5397,10044,1,0,Rainy
2,2026-07-06,985,72,3262,6243,0,0,Pleasant
2,2026-07-07,970,70,3342,7328,0,0,Pleasant
2,2026-07-08,944,81,3569,7659,0,0,Pleasant
2,2026-07-09,983,80,3693,7469,0,0,Pleasant
2,2026-07-10,940,71,3441,6451,0,0,Pleasant
2,2026-07-11,1260,95,4118,8418,0,0,Pleasant
2,2026-07-12,1697,136,5587,11131,1,0,Rainy
2,2026-07-13,943,72,3053,6704,0,0,Pleasant
2,2026-07-14,957,81,3208,6648,0,0,Pleasant
2,2026-07-15,897,77,3058,6641,0,0,Pleasant
2,2026-07-16,945,83,3094,6473,0,0,Rainy
2,2026-07-17,971,70,3441,7352,0,0,Pleasant
2,2026-07-18,1303,95,4327,8071,0,0,Pleasant
2,2026-07-19,1704,132,5819,12515,1,0,Pleasant
2,2026-07-20,1029,81,3563,6950,0,0,Pleasant
2,2026-07-21,969,75,3235,6987,0,0,Pleasant
2,2026-07-22,1017,73,3807,7803,0,0,Pleasant
2,2026-07-23,926,76,3040,6437,0,0,Pleasant
2,2026-07-24,1002,73,3743,7918,0,0,Pleasant
2,2026-07-25,1332,113,4289,8697,0,0,Pleasant
2,2026-07-26,1670,120,5686,12102,1,0,Pleasant
2,2026-07-27,961,71,3534,6573,0,0,Pleasant
2,2026-07-28,940,78,3414,7020,0,0,Pleasant
2,2026-07-29,946,77,3130,6771,0,0,Pleasant
2,2026-07-30,932,68,3240,7059,0,0,Pleasant
2,2026-07-31,1040,92,3339,7175,0,0,Pleasant
2,2026-08-01,1311,110,4743,10287,0,0,Rainy
2,2026-08-02,1750,155,6045,12661,1,0,Pleasant
2,2026-08-03,1008,90,3498,6454,0,0,Pleasant
2,2026-08-04,970,68,3448,6756,0,0,Pleasant
2,2026-08-05,1000,76,3681,6632,0,0,Pleasant
2,2026-08-06,992,84,3380,6553,0,0,Pleasant
2,2026-08-07,971,70,3238,6414,0,0,Rainy
2,2026-08-08,1229,100,4607,8960,0,0,Pleasant
2,2026-08-09,1694,124,5434,11223,1,0,Pleasant
2,2026-08-10,961,76,3124,6868,0,0,Pleasant
2,2026-08-11,936,69,3032,6367,0,0,Pleasant
2,2026-08-12,952,77,3067,6099,0,0,Rainy
2,2026-08-13,953,76,3493,6920,0,0,Pleasant
2,2026-08-14,1005,87,3309,6197,0,0,Pleasant
2,2026-08-15,1635,135,5598,10682,1,0,Pleasant
2,2026-08-16,1722,128,5538,10460,1,0,Pleasant
2,2026-08-17,1005,86,3227,5942,0,0,Rainy
2,2026-08-18,933,78,3041,5769,0,0,Pleasant
2,2026-08-19,989,82,3657,7163,0,0,Rainy
2,2026-08-20,986,73,3162,5799,0,0,Rainy
2,2026-08-21,960,75,3176,6457,0,0,Pleasant
2,2026-08-22,1292,105,4335,8461,0,0,Pleasant
2,2026-08-23,1726,139,6169,12114,1,0,Pleasant
2,2026-08-24,975,85,3566,6618,0,0,Pleasant
2,2026-08-25,1596,125,5963,12641,0,1,Rainy
2,2026-08-26,1607,116,5753,10948,0,1,Pleasant
2,2026-08-27,1549,113,5871,11802,0,1,Pleasant
2,2026-08-28,974,80,3276,6622,0,0,Pleasant
2,2026-08-29,1279,93,4251,7670,0,0,Pleasant
3,2026-06-01,1029,75,3663,7567,0,0,Pleasant
3,2026-06-02,1052,84,3630,7090,0,0,Rainy
3,2026-06-03,1037,77,3369,6877,0,0,Pleasant
3,2026-06-04,999,84,3369,6543,0,0,Pleasant
3,2026-06-05,992,83,3569,7761,0,0,Rainy
3,2026-06-06,1460,119,4699,8951,0,0,Rainy
3,2026-06-07,1866,134,6345,13377,1,0,Rainy
3,2026-06-08,1019,85,3706,7405,0,0,Pleasant
3,2026-06-09,1043,78,3837,7972,0,0,Pleasant
3,2026-06-10,1004,88,3430,6299,0,0,Rainy
3,2026-06-11,1019,89,3373,6802,0,0,Pleasant
3,2026-06-12,1041,87,3834,7911,0,0,Pleasant
3,2026-06-13,1377,122,4589,10073,0,0,Rainy
3,2026-06-14,1737,127,6293,13656,1,0,Pleasant
3,2026-06-15,988,87,3709,8116,0,0,Pleasant
3,2026-06-16,1054,80,3917,8373,0,0,Pleasant
3,2026-06-17,1024,73,3418,6317,0,0,Pleasant
3,2026-06-18,1007,71,3427,7162,0,0,Pleasant
3,2026-06-19,1066,93,3615,7412,0,0,Pleasant
3,2026-06-20,1385,121,4625,8370,0,0,Rainy
3,2026-06-21,1791,161,6740,14285,1,0,Pleasant
3,2026-06-22,1054,83,3857,7562,0,0,Pleasant
3,2026-06-23,1008,75,3480,7290,0,0,Rainy
3,2026-06-24,1066,80,3638,6966,0,0,Rainy
3,2026-06-25,1020,75,3499,7249,0,0,Pleasant
3,2026-06-26,1029,80,3778,6935,0,0,Pleasant
3,2026-06-27,1378,123,4916,9177,0,0,Rainy
3,2026-06-28,1809,148,6812,14031,1,0,Pleasant
3,2026-06-29,1002,85,3338,6257,0,0,Pleasant
3,2026-06-30,1005,88,3250,7109,0,0,Pleasant
3,2026-07-01,1065,91,3852,7170,0,0,Rainy
3,2026-07-02,1004,82,3347,6743,0,0,Pleasant
3,2026-07-03,1003,87,3744,8170,0,0,Pleasant
3,2026-07-04,1367,98,4911,9921,0,0,Pleasant
3,2026-07-05,1746,125,6345,12679,1,0,Rainy
3,2026-07-06,999,86,3606,6600,0,0,Pleasant
3,2026-07-07,1099,91,4060,7872,0,0,Pleasant
3,2026-07-08,1005,86,3377,7265,0,0,Pleasant
3,2026-07-09,1047,86,3788,7848,0,0,Pleasant
3,2026-07-10,1037,90,3417,7354,0,0,Rainy
3,2026-07-11,1374,100,4673,9801,0,0,Pleasant
3,2026-07-12,1792,125,6629,13277,1,0,Pleasant
3,2026-07-13,1027,84,3675,6996,0,0,Pleasant
3,2026-07-14,1023,87,3752,6914,0,0,Pleasant
3,2026-07-15,1019,73,3647,7924,0,0,Pleasant
3,2026-07-16,1030,78,3721,6798,0,0,Pleasant
3,2026-07-17,1026,72,3496,7161,0,0,Pleasant
3,2026-07-18,1358,115,5138,11239,0,0,Rainy
3,2026-07-19,1836,138,6627,13110,1,0,Pleasant
3,2026-07-20,1019,74,3521,6973,0,0,Pleasant
3,2026-07-21,990,82,3216,6664,0,0,Pleasant
3,2026-07-22,1043,82,3932,7315,0,0,Pleasant
3,2026-07-23,1078,96,3706,7077,0,0,Pleasant
3,2026-07-24,989,73,3695,6990,0,0,Rainy
3,2026-07-25,1341,119,4986,9918,0,0,Rainy
3,2026-07-26,1832,156,6817,14388,1,0,Pleasant
3,2026-07-27,1041,92,3413,6187,0,0,Pleasant
3,2026-07-28,1062,76,3905,7781,0,0,Rainy
3,2026-07-29,1001,71,3323,6634,0,0,Pleasant
3,2026-07-30,1077,82,3620,7670,0,0,Pleasant
3,2026-07-31,1008,84,3588,6876,0,0,Pleasant
3,2026-08-01,1305,103,4786,8690,0,0,Rainy
3,2026-08-02,1788,145,6384,13285,1,0,Rainy
3,2026-08-03,986,70,3348,6719,0,0,Pleasant
3,2026-08-04,991,85,3508,7281,0,0,Rainy
3,2026-08-05,1013,83,3343,6157,0,0,Pleasant
3,2026-08-06,1023,86,3708,7966,0,0,Pleasant
3,2026-08-07,1002,71,3410,7249,0,0,Pleasant
3,2026-08-08,1420,114,4929,10141,0,0,Pleasant
3,2026-08-09,1794,134,5828,10631,1,0,Rainy
3,2026-08-10,1012,74,3830,7410,0,0,Pleasant
3,2026-08-11,1035,83,3721,7439,0,0,Pleasant
3,2026-08-12,1023,73,3396,7036,0,0,Rainy
3,2026-08-13,1025,89,3438,6824,0,0,Pleasant
3,2026-08-14,1007,90,3431,6685,0,0,Rainy
3,2026-08-15,1836,144,6830,13874,1,0,Pleasant
3,2026-08-16,1821,137,6811,13408,1,0,Pleasant
3,2026-08-17,1020,84,3822,7201,0,0,Pleasant
3,2026-08-18,1002,73,3636,7866,0,0,Rainy
3,2026-08-19,1034,90,3911,7322,0,0,Pleasant
3,2026-08-20,1038,80,3598,7217,0,0,Pleasant
3,2026-08-21,1010,90,3331,6516,0,0,Pleasant
3,2026-08-22,1340,119,4909,9093,0,0,Pleasant
3,2026-08-23,1824,133,6095,11150,1,0,Pleasant
3,2026-08-24,1052,86,3638,6910,0,0,Pleasant
3,2026-08-25,1671,118,5514,10294,0,1,Pleasant
3,2026-08-26,1676,136,6212,13183,0,1,Pleasant
3,2026-08-27,1749,131,5812,10721,0,1,Rainy
3,2026-08-28,1044,82,3365,6221,0,0,Pleasant
3,2026-08-29,1381,97,4681,9375,0,0,Rainy
4,2026-06-01,1096,87,3806,7635,0,0,Pleasant
4,2026-06-02,1078,82,3539,6412,0,0,Pleasant
4,2026-06-03,1086,90,4107,7546,0,0,Pleasant
4,2026-06-04,1033,86,3843,7189,0,0,Pleasant
4,2026-06-05,1071,93,3746,7668,0,0,Pleasant
4,2026-06-06,1452,121,4672,10149,0,0,Pleasant
4,2026-06-07,1887,136,6484,13360,1,0,Pleasant
4,2026-06-08,1030,92,3913,7118,0,0,Pleasant
4,2026-06-09,1077,94,3812,7987,0,0,Pleasant
4,2026-06-10,1080,93,3667,7579,0,0,Pleasant
4,2026-06-11,1057,85,3901,7209,0,0,Rainy
4,2026-06-12,1111,86,3771,7340,0,0,Pleasant
4,2026-06-13,1408,104,4706,9173,0,0,Rainy
4,2026-06-14,1798,148,6404,13238,1,0,Pleasant
4,2026-06-15,1098,77,3855,7677,0,0,Pleasant
4,2026-06-16,1056,86,3620,7093,0,0,Pleasant
4,2026-06-17,1111,99,4097,8551,0,0,Rainy
4,2026-06-18,1085,90,3599,6489,0,0,Pleasant
4,2026-06-19,1070,82,3462,7525,0,0,Rainy
4,2026-06-20,1438,108,5020,9551,0,0,Pleasant
4,2026-06-21,1873,157,6343,12965,1,0,Pleasant
4,2026-06-22,1111,81,3830,7080,0,0,Pleasant
4,2026-06-23,1070,87,3879,7148,0,0,Pleasant
4,2026-06-24,1024,88,3868,7710,0,0,Pleasant
4,2026-06-25,1071,92,4038,8240,0,0,Pleasant
4,2026-06-26,1053,86,3513,6621,0,0,Pleasant
4,2026-06-27,1400,121,5135,9807,0,0,Pleasant
4,2026-06-28,1845,152,6642,12209,1,0,Pleasant
4,2026-06-29,1028,76,3744,8031,0,0,Rainy
4,2026-06-30,1076,88,3458,7112,0,0,Pleasant
4,2026-07-01,1049,94,3730,7455,0,0,Rainy
4,2026-07-02,1023,80,3700,7258,0,0,Pleasant
4,2026-07-03,1085,77,3650,6685,0,0,Pleasant
4,2026-07-04,1492,111,4946,9542,0,0,Pleasant
4,2026-07-05,1868,139,6053,12833,1,0,Pleasant
4,2026-07-06,1042,84,3884,8002,0,0,Pleasant
4,2026-07-07,1106,89,4198,8667,0,0,Pleasant
4,2026-07-08,1028,83,3576,6522,0,0,Pleasant
4,2026-07-09,1084,77,3599,7249,0,0,Pleasant
4,2026-07-10,1037,86,3788,7345,0,0,Pleasant
4,2026-07-11,1405,113,5332,11574,0,0,Pleasant
4,2026-07-12,1857,133,6522,13366,1,0,Pleasant
4,2026-07-13,1071,75,3929,8186,0,0,Pleasant
4,2026-07-14,1062,76,3566,6932,0,0,Pleasant
4,2026-07-15,1008,82,3465,6856,0,0,Pleasant
4,2026-07-16,1083,97,4063,8121,0,0,Pleasant
4,2026-07-17,1069,93,3664,7881,0,0,Pleasant
4,2026-07-18,1437,102,5279,10145,0,0,Pleasant
4,2026-07-19,1884,156,6420,14061,1,0,Pleasant
4,2026-07-20,1038,91,3404,7300,0,0,Pleasant
4,2026-07-21,1111,86,3671,7345,0,0,Rainy
4,2026-07-22,1084,76,3707,6773,0,0,Rainy
4,2026-07-23,1068,81,4036,7963,0,0,Pleasant
4,2026-07-24,1083,89,3751,6910,0,0,Rainy
4,2026-07-25,1489,127,4900,8940,0,0,Pleasant
4,2026-07-26,1906,135,6165,13550,1,0,Pleasant
4,2026-07-27,1047,83,3785,6907,0,0,Pleasant
4,2026-07-28,1057,80,3898,7975,0,0,Pleasant
4,2026-07-29,985,77,3229,6957,0,0,Rainy
4,2026-07-30,1096,94,3749,7369,0,0,Pleasant
4,2026-07-31,1048,89,3365,6406,0,0,Rainy
4,2026-08-01,1357,95,4778,9011,0,0,Rainy
4,2026-08-02,1866,147,6094,12304,1,0,Pleasant
4,2026-08-03,1085,79,3535,7053,0,0,Pleasant
4,2026-08-04,1061,84,3634,7114,0,0,Pleasant
4,2026-08-05,1121,96,4187,9136,0,0,Pleasant
4,2026-08-06,1047,74,3510,7498,0,0,Pleasant
4,2026-08-07,1125,93,3911,8036,0,0,Pleasant
4,2026-08-08,1482,108,4801,9637,0,0,Pleasant
4,2026-08-09,1917,135,6723,13930,1,0,Rainy
4,2026-08-10,1055,94,3421,6174,0,0,Pleasant
4,2026-08-11,1072,82,3657,7016,0,0,Pleasant
4,2026-08-12,1033,85,3413,6277,0,0,Pleasant
4,2026-08-13,1084,77,3641,6584,0,0,Pleasant
4,2026-08-14,1098,81,3925,7664,0,0,Rainy
4,2026-08-15,1843,152,6577,13876,1,0,Pleasant
4,2026-08-16,1846,150,6992,14268,1,0,Pleasant
4,2026-08-17,1096,79,4041,8334,0,0,Pleasant
4,2026-08-18,1033,91,3577,7315,0,0,Rainy
4,2026-08-19,1004,88,3285,6172,0,0,Pleasant
4,2026-08-20,1094,96,4066,8695,0,0,Pleasant
4,2026-08-21,1048,91,3828,7595,0,0,Pleasant
4,2026-08-22,1461,131,4830,9746,0,0,Pleasant
4,2026-08-23,1904,138,6142,11460,1,0,Pleasant
4,2026-08-24,1050,88,3678,7857,0,0,Pleasant
4,2026-08-25,1779,135,6322,12665,0,1,Pleasant
4,2026-08-26,1784,130,6389,13445,0,1,Pleasant
4,2026-08-27,1772,149,5680,10784,0,1,Pleasant
4,2026-08-28,1060,85,3900,7338,0,0,Pleasant
4,2026-08-29,1413,108,5043,9456,0,0,Pleasant
5,2026-06-01,1693,143,6190,11229,0,0,Rainy
5,2026-06-02,1700,130,6417,12495,0,0,Rainy
5,2026-06-03,1736,137,6592,12836,0,0,Pleasant
5,2026-06-04,1680,130,6269,12771,0,0,Pleasant
5,2026-06-05,1622,132,5963,10955,0,0,Pleasant
5,2026-06-06,2359,192,8457,15441,0,0,Pleasant
5,2026-06-07,3080,232,11106,23566,1,0,Pleasant
5,2026-06-08,1761,125,6161,11279,0,0,Pleasant
5,2026-06-09,1735,136,6372,12788,0,0,Rainy
5,2026-06-10,1748,125,5937,11717,0,0,Rainy
5,2026-06-11,1777,147,6750,14669,0,0,Pleasant
5,2026-06-12,1732,125,6203,13114,0,0,Pleasant
5,2026-06-13,2276,167,8064,16411,0,0,Pleasant
5,2026-06-14,3030,213,10304,18655,1,0,Pleasant
5,2026-06-15,1707,128,5768,12552,0,0,Pleasant
5,2026-06-16,1609,118,5991,12801,0,0,Pleasant
5,2026-06-17,1640,138,5379,9855,0,0,Pleasant
5,2026-06-18,1553,132,5376,11245,0,0,Rainy
5,2026-06-19,1649,146,6020,12417,0,0,Rainy
5,2026-06-20,2310,173,7471,14291,0,0,Rainy
5,2026-06-21,2963,234,9965,20963,1,0,Pleasant
5,2026-06-22,1718,121,5564,11100,0,0,Rainy
5,2026-06-23,1576,111,5371,11601,0,0,Pleasant
5,2026-06-24,1745,154,6592,13342,0,0,Rainy
5,2026-06-25,1620,121,5894,12922,0,0,Pleasant
5,2026-06-26,1673,132,5552,11249,0,0,Pleasant
5,2026-06-27,2212,164,7229,13449,0,0,Pleasant
5,2026-06-28,3034,244,11257,22789,1,0,Rainy
5,2026-06-29,1721,139,5577,11617,0,0,Rainy
5,2026-06-30,1735,127,6029,12021,0,0,Pleasant
5,2026-07-01,1722,142,5988,11764,0,0,Pleasant
5,2026-07-02,1746,150,5652,11332,0,0,Pleasant
5,2026-07-03,1667,141,5499,10624,0,0,Pleasant
5,2026-07-04,2254,197,7489,16109,0,0,Pleasant
5,2026-07-05,2960,208,11221,23662,1,0,Rainy
5,2026-07-06,1620,130,5634,12190,0,0,Pleasant
5,2026-07-07,1715,146,6333,12363,0,0,Pleasant
5,2026-07-08,1661,125,5518,11087,0,0,Pleasant
5,2026-07-09,1795,158,6603,12931,0,0,Pleasant
5,2026-07-10,1755,150,5782,12017,0,0,Pleasant
5,2026-07-11,2277,189,7538,16263,0,0,Rainy
5,2026-07-12,2954,211,10233,20937,1,0,Pleasant
5,2026-07-13,1701,152,6430,12648,0,0,Pleasant
5,2026-07-14,1772,155,6345,11842,0,0,Pleasant
5,2026-07-15,1760,125,6391,13779,0,0,Pleasant
5,2026-07-16,1832,158,6068,13005,0,0,Pleasant
5,2026-07-17,1648,130,5739,12216,0,0,Pleasant
5,2026-07-18,2353,180,8227,17534,0,0,Rainy
5,2026-07-19,3017,219,9836,18648,1,0,Pleasant
5,2026-07-20,1727,143,5993,12582,0,0,Pleasant
5,2026-07-21,1750,144,6094,13355,0,0,Rainy
5,2026-07-22,1677,140,6046,11669,0,0,Rainy
5,2026-07-23,1714,129,5718,12206,0,0,Pleasant
5,2026-07-24,1686,128,6097,12224,0,0,Rainy
5,2026-07-25,2321,199,8640,18199,0,0,Pleasant
5,2026-07-26,2984,248,10014,21659,1,0,Pleasant
5,2026-07-27,1693,137,5885,12628,0,0,Pleasant
5,2026-07-28,1650,129,6247,11521,0,0,Rainy
5,2026-07-29,1716,130,5779,12386,0,0,Pleasant
5,2026-07-30,1709,120,6241,13243,0,0,Pleasant
5,2026-07-31,1652,144,6108,11682,0,0,Rainy
5,2026-08-01,2350,169,8512,17162,0,0,Rainy
5,2026-08-02,2974,225,10054,20503,1,0,Pleasant
5,2026-08-03,1684,148,6139,11168,0,0,Pleasant
5,2026-08-04,1748,125,6529,12236,0,0,Rainy
5,2026-08-05,1787,145,6570,11917,0,0,Pleasant
5,2026-08-06,1703,139,5514,11758,0,0,Rainy
5,2026-08-07,1759,146,5727,12392,0,0,Pleasant
5,2026-08-08,2304,175,8088,15950,0,0,Pleasant
5,2026-08-09,3026,265,11088,22628,1,0,Pleasant
5,2026-08-10,1782,133,6335,13183,0,0,Pleasant
5,2026-08-11,1767,140,5764,11261,0,0,Pleasant
5,2026-08-12,1706,141,6220,12455,0,0,Rainy
5,2026-08-13,1728,137,5793,11265,0,0,Rainy
5,2026-08-14,1678,133,6347,12265,0,0,Rainy
5,2026-08-15,2939,217,10481,20042,1,0,Pleasant
5,2026-08-16,2959,237,10893,22099,1,0,Pleasant
5,2026-08-17,1661,119,6243,12228,0,0,Pleasant
5,2026-08-18,1683,134,5897,12676,0,0,Pleasant
5,2026-08-19,1659,125,6297,11665,0,0,Pleasant
5,2026-08-20,1608,132,6021,12557,0,0,Pleasant
5,2026-08-21,1619,139,5981,13050,0,0,Rainy
5,2026-08-22,2270,186,7614,13886,0,0,Pleasant
5,2026-08-23,2982,235,9747,19041,1,0,Pleasant
5,2026-08-24,1689,120,6166,11273,0,0,Pleasant
5,2026-08-25,2754,230,10368,21435,0,1,Pleasant
5,2026-08-26,2799,230,10025,21707,0,1,Pleasant
5,2026-08-27,2805,246,10194,18840,0,1,Rainy
5,2026-08-28,1641,124,5262,10359,0,0,Pleasant
5,2026-08-29,2300,166,8156,14823,0,0,Pleasant
6,2026-06-01,1764,147,6335,13545,0,0,Pleasant
6,2026-06-02,1655,125,5964,11392,0,0,Pleasant
6,2026-06-03,1771,156,6541,14017,0,0,Pleasant
6,2026-06-04,1687,130,5721,11630,0,0,Pleasant
6,2026-06-05,1752,137,6000,11200,0,0,Rainy
6,2026-06-06,2352,171,8782,17022,0,0,Rainy
6,2026-06-07,3041,237,10352,18930,1,0,Pleasant
6,2026-06-08,1771,136,6386,13042,0,0,Rainy
6,2026-06-09,1698,135,6134,11386,0,0,Rainy
6,2026-06-10,1714,133,6004,13122,0,0,Rainy
6,2026-06-11,1695,144,5586,10106,0,0,Pleasant
6,2026-06-12,1681,121,5670,12247,0,0,Pleasant
6,2026-06-13,2330,208,8298,17680,0,0,Pleasant
6,2026-06-14,2957,229,11167,21840,1,0,Pleasant
6,2026-06-15,1639,139,5789,11674,0,0,Pleasant
6,2026-06-16,1707,128,5913,11358,0,0,Rainy
6,2026-06-17,1691,137,5685,12430,0,0,Pleasant
6,2026-06-18,1675,132,5943,11028,0,0,Pleasant
6,2026-06-19,1570,129,5960,12826,0,0,Pleasant
6,2026-06-20,2280,177,8145,15316,0,0,Rainy
